ENSECAG00000000001      MTPAP
ENSECAG00000000002	RPE
ENSECAG00000012924	AIRE
ENSECAG00000012925	NAA30
ENSECAG00000012927	KIAA0319L
ENSECAG00000012928	ZDHHC19
ENSECAG00000012929	STOM
ENSECAG00000012930	ALOX5
ENSECAG00000012932	USP24
ENSECAG00000012933	ENST00000553034
ENSECAG00000012935	NRL
ENSECAG00000012936	DSCAM
ENSECAG00000012937	OLFML1
ENSECAG00000012938	ARRDC5
ENSECAG00000012939	CBX7
ENSECAG00000012940	NLGN1
ENSECAG00000012941	JMJD1C
ENSECAG00000012942	TRBV11-1
ENSECAG00000012943	MTERF3
ENSECAG00000012944	UBXN8
ENSECAG00000012945	TPST2
ENSECAG00000012946	CYP7A1
ENSECAG00000012948	LDB1
ENSECAG00000012950	VTI1A
ENSECAG00000012951	MINPP1
ENSECAG00000012952	KMT5B
ENSECAG00000012953	PPFIBP2
ENSECAG00000012954	ENST00000616379
ENSECAG00000012955	CD163L1
ENSECAG00000012956	DCPS
ENSECAG00000012957	RHAG
ENSECAG00000012959	BPIFB3
ENSECAG00000012960	IRAK2
ENSECAG00000012962	SAMD12
ENSECAG00000012963	TBCEL
ENSECAG00000012964	SPO11
ENSECAG00000012966	AAAS
ENSECAG00000012967	PRKAA2
ENSECAG00000012968	UBFD1
ENSECAG00000012970	FAF2
ENSECAG00000012972	AP002962.1
ENSECAG00000012974	TRBV15
ENSECAG00000012975	C8orf74
ENSECAG00000012977	AEBP2
ENSECAG00000012978	NECAP1
ENSECAG00000012979	SUCLG1
ENSECAG00000012980	TRNAU1AP
ENSECAG00000012981	TSHB
ENSECAG00000012982	MAGI3
ENSECAG00000012983	NYAP1
ENSECAG00000012985	CUEDC1
ENSECAG00000012987	DIXDC1
ENSECAG00000012988	UCHL5
ENSECAG00000012990	CALCRL
ENSECAG00000012991	JMJD8
ENSECAG00000012993	JAG1
ENSECAG00000012997	SERPINA10
ENSECAG00000012998	APH1A
ENSECAG00000012999	SUGT1
ENSECAG00000013000	TRAV23DV6
ENSECAG00000013002	C1GALT1
ENSECAG00000013003	ZC3H10
ENSECAG00000013004	ADCY4
ENSECAG00000013006	PINLYP
ENSECAG00000013008	SLCO1B3
ENSECAG00000013009	KIF26B
ENSECAG00000013010	SYCP1
ENSECAG00000013014	TRAV30
ENSECAG00000013016	TMEM82
ENSECAG00000013018	TRAV18
ENSECAG00000013019	CCDC34
ENSECAG00000013020	RLN1
ENSECAG00000013021	MOBP
ENSECAG00000013022	ACTC1
ENSECAG00000013023	KRTAP10-9
ENSECAG00000013024	ZKSCAN4
ENSECAG00000013025	NHSL1
ENSECAG00000013026	TRPC6
ENSECAG00000013027	PGA5
ENSECAG00000013028	PSMA8
ENSECAG00000013029	CADM2
ENSECAG00000013032	AASDHPPT
ENSECAG00000013034	KRT8
ENSECAG00000013036	MCAM
ENSECAG00000013037	ALDOC
ENSECAG00000013038	ATG16L2
ENSECAG00000013039	SPTBN5
ENSECAG00000013040	MANEA
ENSECAG00000013041	ETF1
ENSECAG00000013042	ENTPD6
ENSECAG00000013044	SCGB1D2
ENSECAG00000013045	CCDC53
ENSECAG00000013046	ZBTB21
ENSECAG00000013048	TTC32
ENSECAG00000013049	BPHL
ENSECAG00000013050	ITM2B
ENSECAG00000013051	SYNJ2BP
ENSECAG00000013052	CERS3
ENSECAG00000013053	TOP2A
ENSECAG00000013054	TFDP1
ENSECAG00000013056	SCGB1D2
ENSECAG00000013057	MREG
ENSECAG00000013058	PBX1
ENSECAG00000013059	NAT9
ENSECAG00000013060	FCGR2A
ENSECAG00000013061	CA10
ENSECAG00000013062	RPSA
ENSECAG00000013063	NRG2
ENSECAG00000013066	ZCCHC14
ENSECAG00000013068	NPSR1
ENSECAG00000013070	DAGLB
ENSECAG00000013071	ZNF740
ENSECAG00000013072	MSRB2
ENSECAG00000013073	ZBTB10
ENSECAG00000013074	FPGS
ENSECAG00000013076	PPP1R2
ENSECAG00000013077	PACSIN1
ENSECAG00000013078	STXBP1
ENSECAG00000013079	ENST00000408019
ENSECAG00000013080	HYOU1
ENSECAG00000013081	MMP9
ENSECAG00000013084	ARL8B
ENSECAG00000013085	PDILT
ENSECAG00000013086	ZNF691
ENSECAG00000013087	IGFBP7
ENSECAG00000013088	CDKL2
ENSECAG00000013089	FKBP10
ENSECAG00000013091	CTSH
ENSECAG00000013092	WNT6
ENSECAG00000013093	ASRGL1
ENSECAG00000013094	ENST00000358621
ENSECAG00000013094	FRMD4A
ENSECAG00000013095	FADS2
ENSECAG00000013096	TDRKH
ENSECAG00000013097	SH2D6
ENSECAG00000013099	C12orf42
ENSECAG00000013100	PI15
ENSECAG00000013102	ERMAP
ENSECAG00000013103	PNPLA4
ENSECAG00000013105	MRS2
ENSECAG00000013106	ESM1
ENSECAG00000013108	C1orf198
ENSECAG00000013109	AP002962.1
ENSECAG00000013111	LGR4
ENSECAG00000013112	LRIF1
ENSECAG00000013115	BRD9
ENSECAG00000013117	POLM
ENSECAG00000013119	ORMDL1
ENSECAG00000013120	SLC26A6
ENSECAG00000013121	ATP4A
ENSECAG00000013122	ZNF544
ENSECAG00000013123	ARID3B
ENSECAG00000013124	BCL3
ENSECAG00000013126	WFS1
ENSECAG00000013127	PTGES3
ENSECAG00000013128	ACP2
ENSECAG00000013129	TOP1MT
ENSECAG00000013130	CCDC170
ENSECAG00000013131	PECR
ENSECAG00000013133	GNAO1
ENSECAG00000013135	PLS3
ENSECAG00000013137	FAM168B
ENSECAG00000013138	RAB27B
ENSECAG00000013139	CACUL1
ENSECAG00000013140	RHCE
ENSECAG00000013141	SNRPA
ENSECAG00000013142	AAGAB
ENSECAG00000013145	AP002962.1
ENSECAG00000013146	VSTM2L
ENSECAG00000013147	SKP2
ENSECAG00000013149	TMBIM6
ENSECAG00000013150	LRRC72
ENSECAG00000013151	RGCC
ENSECAG00000013153	KLF10
ENSECAG00000013154	SERAC1
ENSECAG00000013155	BCAS1
ENSECAG00000013157	RPGRIP1
ENSECAG00000013158	C11orf24
ENSECAG00000013160	MCCD1
ENSECAG00000013161	ZFP28
ENSECAG00000013162	PCNA
ENSECAG00000013165	VAMP4
ENSECAG00000013166	C2orf74
ENSECAG00000013167	REV3L
ENSECAG00000013168	METTL3
ENSECAG00000013169	SLC22A17
ENSECAG00000013171	RNF216
ENSECAG00000013173	AP002962.1
ENSECAG00000013174	SRCAP
ENSECAG00000013175	TPH2
ENSECAG00000013178	DCTN3
ENSECAG00000013179	PCDH20
ENSECAG00000013180	LRP5
ENSECAG00000013182	HTR3C
ENSECAG00000013184	DDX39B
ENSECAG00000013186	WWC3
ENSECAG00000013187	LPGAT1
ENSECAG00000013188	CDCA2
ENSECAG00000013190	FANCE
ENSECAG00000013191	FIS1
ENSECAG00000013192	TRAF2
ENSECAG00000013193	UHRF1
ENSECAG00000013194	FAM173B
ENSECAG00000013195	ASPG
ENSECAG00000013196	ENO4
ENSECAG00000013197	PSME4
ENSECAG00000013199	PCDHA1
ENSECAG00000013200	PEX3
ENSECAG00000013202	PLIN1
ENSECAG00000013205	SULT4A1
ENSECAG00000013206	URB1
ENSECAG00000013207	SHISA2
ENSECAG00000013209	POU6F2
ENSECAG00000013211	PRSS21
ENSECAG00000013212	ENTPD5
ENSECAG00000013213	BRD7
ENSECAG00000013214	ZC3H14
ENSECAG00000013215	LSM11
ENSECAG00000013216	NMT1
ENSECAG00000013217	ECHDC2
ENSECAG00000013218	CEL
ENSECAG00000013220	RAP2A
ENSECAG00000013222	TMEM230
ENSECAG00000013223	PBK
ENSECAG00000013225	TMEM150B
ENSECAG00000013226	ZDHHC6
ENSECAG00000013227	SLC35E3
ENSECAG00000013228	GLT1D1
ENSECAG00000013229	HOXA11
ENSECAG00000013230	SLC5A8
ENSECAG00000013232	PHYKPL
ENSECAG00000013233	FAT4
ENSECAG00000013238	FAM83D
ENSECAG00000013239	ZBTB43
ENSECAG00000013240	AP002962.1
ENSECAG00000013241	UBQLN1
ENSECAG00000013242	ABCA3
ENSECAG00000013243	ANKRD45
ENSECAG00000013244	CHMP2A
ENSECAG00000013246	APLF
ENSECAG00000013248	L1TD1
ENSECAG00000013250	SURF1
ENSECAG00000013252	SNCG
ENSECAG00000013253	UXT
ENSECAG00000013254	TRMT61B
ENSECAG00000013255	RBBP6
ENSECAG00000013256	TXNDC11
ENSECAG00000013257	FOXL2
ENSECAG00000013258	KBTBD4
ENSECAG00000013261	CD8A
ENSECAG00000013262	NAGS
ENSECAG00000013263	GPATCH2
ENSECAG00000013264	ACTR8
ENSECAG00000013265	VAPB
ENSECAG00000013266	PATJ
ENSECAG00000013268	AP1S3
ENSECAG00000013269	RPS27L
ENSECAG00000013270	ZNF134
ENSECAG00000013271	DPPA4
ENSECAG00000013272	MRPS22
ENSECAG00000013273	TREH
ENSECAG00000013274	DISP3
ENSECAG00000013276	SYT9
ENSECAG00000013277	FNTB
ENSECAG00000013278	HES7
ENSECAG00000013279	LANCL3
ENSECAG00000013280	AADACL3
ENSECAG00000013281	IRGQ
ENSECAG00000013284	PTGR2
ENSECAG00000013286	AP002962.1
ENSECAG00000013287	BFSP2
ENSECAG00000013288	LZTS2
ENSECAG00000013289	IFNLR1
ENSECAG00000013290	C9orf152
ENSECAG00000013291	PER1
ENSECAG00000013292	B3GALT4
ENSECAG00000013293	IGHVII-23-1
ENSECAG00000013294	CNOT8
ENSECAG00000013295	NUFIP1
ENSECAG00000013296	BPIFA1
ENSECAG00000013298	POLE2
ENSECAG00000013300	CXCL10
ENSECAG00000013301	MFAP4
ENSECAG00000013302	LRIT3
ENSECAG00000013303	C19orf33
ENSECAG00000013304	RFWD2
ENSECAG00000013307	NUCB1
ENSECAG00000013308	RCOR3
ENSECAG00000013309	SUPT5H
ENSECAG00000013312	CXorf38
ENSECAG00000013313	XKR7
ENSECAG00000013314	CWC15
ENSECAG00000013315	SLC34A2
ENSECAG00000013318	ZIC3
ENSECAG00000013319	SLC25A37
ENSECAG00000013320	PLEKHA2
ENSECAG00000013321	NAPG
ENSECAG00000013322	PNKD
ENSECAG00000013323	PROM1
ENSECAG00000013324	TXN
ENSECAG00000013325	ERAL1
ENSECAG00000013326	POC1B
ENSECAG00000013327	SLC24A1
ENSECAG00000013328	TMOD2
ENSECAG00000013330	STRA6
ENSECAG00000013331	NAGK
ENSECAG00000013333	RBM34
ENSECAG00000013334	B4GALT4
ENSECAG00000013335	TRBV6-4
ENSECAG00000013336	ECEL1
ENSECAG00000013337	APEX1
ENSECAG00000013338	B3GALNT2
ENSECAG00000013340	ANKRD46
ENSECAG00000013341	NRG2
ENSECAG00000013342	TLX1
ENSECAG00000013343	SLC18A1
ENSECAG00000013344	ZFP57
ENSECAG00000013345	CD48
ENSECAG00000013346	NSUN3
ENSECAG00000013347	WISP3
ENSECAG00000013348	LIMCH1
ENSECAG00000013350	HOMER1
ENSECAG00000013354	B4GALNT2
ENSECAG00000013355	APOPT1
ENSECAG00000013357	C3orf20
ENSECAG00000013358	TRDV1
ENSECAG00000013359	LRRC8A
ENSECAG00000013362	CRYM
ENSECAG00000013363	DACT2
ENSECAG00000013367	SLC9A3R2
ENSECAG00000013368	CA13
ENSECAG00000013371	HIGD1C
ENSECAG00000013373	MTM1
ENSECAG00000013375	ABHD16A
ENSECAG00000013376	TCEAL4
ENSECAG00000013377	SGK223
ENSECAG00000013378	THG1L
ENSECAG00000013379	ABCA4
ENSECAG00000013380	C10orf88
ENSECAG00000013382	SLC25A34
ENSECAG00000013383	GORASP2
ENSECAG00000013386	SOST
ENSECAG00000013388	HRG
ENSECAG00000013389	CES1
ENSECAG00000013390	ZMAT1
ENSECAG00000013391	KLF12
ENSECAG00000013392	TMC5
ENSECAG00000013393	AHR
ENSECAG00000013395	RBM25
ENSECAG00000013398	SLCO3A1
ENSECAG00000013399	ROM1
ENSECAG00000013400	AADAT
ENSECAG00000013401	C14orf105
ENSECAG00000013402	TRBV20OR9-2
ENSECAG00000013404	CAND1
ENSECAG00000013406	ZIC5
ENSECAG00000013408	ACBD5
ENSECAG00000013409	STK26
ENSECAG00000013410	SLC6A13
ENSECAG00000013411	TTC38
ENSECAG00000013412	CCL19
ENSECAG00000013413	SPSB3
ENSECAG00000013414	ALG10
ENSECAG00000013415	THNSL2
ENSECAG00000013416	B3GAT3
ENSECAG00000013418	MRPL58
ENSECAG00000013419	MNT
ENSECAG00000013420	ARRDC1
ENSECAG00000013421	BLOC1S2
ENSECAG00000013423	RBM39
ENSECAG00000013424	KARS
ENSECAG00000013425	IGFBP5
ENSECAG00000013426	DLG2
ENSECAG00000013427	RAB23
ENSECAG00000013428	ID4
ENSECAG00000013429	SLITRK6
ENSECAG00000013430	GSX2
ENSECAG00000013432	DPPA2
ENSECAG00000013433	MAPK7
ENSECAG00000013434	DLL4
ENSECAG00000013435	OAS1
ENSECAG00000013436	TCEA1
ENSECAG00000013437	METTL16
ENSECAG00000013438	AP002962.1
ENSECAG00000013439	OLFML3
ENSECAG00000013441	APOO
ENSECAG00000013442	ATG2A
ENSECAG00000013443	AKNA
ENSECAG00000013445	ADPRHL2
ENSECAG00000013446	MANSC4
ENSECAG00000013447	UBE2M
ENSECAG00000013448	KRT33A
ENSECAG00000013449	PIP4K2C
ENSECAG00000013451	UBALD2
ENSECAG00000013453	CCDC178
ENSECAG00000013454	NDUFS3
ENSECAG00000013455	KLHL42
ENSECAG00000013456	PRPSAP1
ENSECAG00000013457	CSF3R
ENSECAG00000013458	OPRM1
ENSECAG00000013459	VPREB1
ENSECAG00000013460	ZNF783
ENSECAG00000013461	AP002962.1
ENSECAG00000013462	PATL2
ENSECAG00000013463	RBPJL
ENSECAG00000013464	RRH
ENSECAG00000013470	RBMS2
ENSECAG00000013471	ZNF599
ENSECAG00000013474	FAM155B
ENSECAG00000013475	SEC61A1
ENSECAG00000013476	PHF6
ENSECAG00000013477	CCDC17
ENSECAG00000013478	FMO4
ENSECAG00000013479	CYP4B1
ENSECAG00000013482	SERPINA3
ENSECAG00000013484	ACCS
ENSECAG00000013485	MFAP1
ENSECAG00000013486	C4BPA
ENSECAG00000013487	TTR
ENSECAG00000013488	TMEM38B
ENSECAG00000013489	GPATCH11
ENSECAG00000013490	ZDHHC9
ENSECAG00000013492	GGA1
ENSECAG00000013493	USP40
ENSECAG00000013494	RHBG
ENSECAG00000013496	KRT6B
ENSECAG00000013497	MEX3B
ENSECAG00000013499	VPS16
ENSECAG00000013500	KRT6B
ENSECAG00000013501	TSR3
ENSECAG00000013502	ITGB7
ENSECAG00000013504	PSMD5
ENSECAG00000013505	ZNF418
ENSECAG00000013505	ZNF850
ENSECAG00000013506	UBL4A
ENSECAG00000013507	SOX11
ENSECAG00000013508	SAP18
ENSECAG00000013509	LCOR
ENSECAG00000013510	HSPA8
ENSECAG00000013511	RPSA
ENSECAG00000013512	KRT6B
ENSECAG00000013514	DUSP5
ENSECAG00000013515	SEMA3B
ENSECAG00000013516	DENND6B
ENSECAG00000013517	LCOR
ENSECAG00000013518	METTL17
ENSECAG00000013520	ATP13A4
ENSECAG00000013521	MAD2L1
ENSECAG00000013523	ZUFSP
ENSECAG00000013524	ZNF219
ENSECAG00000013525	MEOX1
ENSECAG00000013526	RPH3A
ENSECAG00000013527	TTLL6
ENSECAG00000013528	AVIL
ENSECAG00000013529	PRKCH
ENSECAG00000013530	SLC35F4
ENSECAG00000013531	AUP1
ENSECAG00000013532	RAB11FIP3
ENSECAG00000013534	CD53
ENSECAG00000013537	SIRT4
ENSECAG00000013539	ITFG1
ENSECAG00000013540	KANSL2
ENSECAG00000013541	SGK223
ENSECAG00000013542	CMIP
ENSECAG00000013543	TSPAN15
ENSECAG00000013544	C9orf91
ENSECAG00000013545	ACBD6
ENSECAG00000013546	FBXO40
ENSECAG00000013547	ARHGAP28
ENSECAG00000013550	GDAP1
ENSECAG00000013553	ZNF8
ENSECAG00000013554	ANXA7
ENSECAG00000013556	AP002962.1
ENSECAG00000013557	ZNF148
ENSECAG00000013558	AP002962.1
ENSECAG00000013560	OSGIN2
ENSECAG00000013561	HOXB7
ENSECAG00000013562	ZNF706
ENSECAG00000013563	CARM1
ENSECAG00000013565	DDX20
ENSECAG00000013566	PKP2
ENSECAG00000013567	DRD2
ENSECAG00000013568	APEX1
ENSECAG00000013569	LAMTOR3
ENSECAG00000013570	KIN
ENSECAG00000013571	PRDM9
ENSECAG00000013572	PRSS8
ENSECAG00000013573	KLK12
ENSECAG00000013575	CNTN3
ENSECAG00000013576	ARMC3
ENSECAG00000013577	HDAC2
ENSECAG00000013579	COPG2
ENSECAG00000013580	WIPF2
ENSECAG00000013581	CSK
ENSECAG00000013582	DHRS3
ENSECAG00000013583	CD320
ENSECAG00000013584	PSAPL1
ENSECAG00000013585	ZBTB37
ENSECAG00000013586	VIP
ENSECAG00000013587	AP002962.1
ENSECAG00000013588	WDR20
ENSECAG00000013590	PSD2
ENSECAG00000013591	PMS1
ENSECAG00000013592	POF1B
ENSECAG00000013593	OSR1
ENSECAG00000013594	RXFP1
ENSECAG00000013595	FHOD1
ENSECAG00000013596	PNPLA5
ENSECAG00000013597	DAB2
ENSECAG00000013598	COL28A1
ENSECAG00000013600	CHKB
ENSECAG00000013601	COPS8
ENSECAG00000013602	PRSS58
ENSECAG00000013603	TMEM39B
ENSECAG00000013604	MDM2
ENSECAG00000013605	SGPP1
ENSECAG00000013606	RNF6
ENSECAG00000013607	TIGD1
ENSECAG00000013608	KAZALD1
ENSECAG00000013609	GLRA2
ENSECAG00000013610	POLR2B
ENSECAG00000013612	EXTL1
ENSECAG00000013614	H1FOO
ENSECAG00000013616	DSG2
ENSECAG00000013617	ABHD10
ENSECAG00000013618	GTSF1
ENSECAG00000013619	HOXB13
ENSECAG00000013622	ACTL6A
ENSECAG00000013623	PIK3AP1
ENSECAG00000013624	GAR1
ENSECAG00000013625	FN3KRP
ENSECAG00000013626	SYNE2
ENSECAG00000013627	TMEM254
ENSECAG00000013628	NBPF6
ENSECAG00000013629	ADD3
ENSECAG00000013630	SULF2
ENSECAG00000013631	SPOPL
ENSECAG00000013632	RSPRY1
ENSECAG00000013633	ARHGAP6
ENSECAG00000013634	C6orf222
ENSECAG00000013635	SLC25A5
ENSECAG00000013636	HELZ2
ENSECAG00000013637	SLC22A24
ENSECAG00000013638	DCDC2C
ENSECAG00000013639	B9D1
ENSECAG00000013640	CEP85
ENSECAG00000013641	HOOK1
ENSECAG00000013642	C10orf120
ENSECAG00000013643	TRAV20
ENSECAG00000013644	TRDMT1
ENSECAG00000013646	DNAAF1
ENSECAG00000013648	GSTA3
ENSECAG00000013649	MRPS33
ENSECAG00000013650	DUSP9
ENSECAG00000013651	TRIM29
ENSECAG00000013652	TRAV24
ENSECAG00000013653	TPMT
ENSECAG00000013654	POLR2I
ENSECAG00000013655	TRIM6-TRIM34
ENSECAG00000013656	TRAV8-3
ENSECAG00000013658	EXOSC4
ENSECAG00000013659	ENST00000540257
ENSECAG00000013660	C1orf186
ENSECAG00000013662	DNAI2
ENSECAG00000013663	FTCDNL1
ENSECAG00000013664	KLHL35
ENSECAG00000013665	TRAV26-2
ENSECAG00000013666	LCN9
ENSECAG00000013667	CREB1
ENSECAG00000013668	GPAA1
ENSECAG00000013669	ANHX
ENSECAG00000013670	GPR22
ENSECAG00000013671	EIF3B
ENSECAG00000013673	TNPO2
ENSECAG00000013679	KRTAP10-3
ENSECAG00000013680	TLE1
ENSECAG00000013681	GRHL2
ENSECAG00000013682	VSNL1
ENSECAG00000013683	NPAS4
ENSECAG00000013685	TNXB
ENSECAG00000013686	ZNF575
ENSECAG00000013687	SMG1
ENSECAG00000013688	TSNAX
ENSECAG00000013689	GPR89B
ENSECAG00000013691	MALT1
ENSECAG00000013692	IGLV1-40
ENSECAG00000013694	ZBTB49
ENSECAG00000013696	SLU7
ENSECAG00000013698	ANKRD50
ENSECAG00000013699	LYZL4
ENSECAG00000013700	PIR
ENSECAG00000013701	LMTK3
ENSECAG00000013702	ATP1B4
ENSECAG00000013703	PPP1R3C
ENSECAG00000013705	TRAV26-2
ENSECAG00000013706	SMAD6
ENSECAG00000013708	SLC24A4
ENSECAG00000013709	RHO
ENSECAG00000013712	CAMP
ENSECAG00000013713	FAM45A
ENSECAG00000013714	NKX2-6
ENSECAG00000013717	ATP6V1E2
ENSECAG00000013719	NXPE2
ENSECAG00000013720	AVPR1B
ENSECAG00000013721	SH2D5
ENSECAG00000013722	PLD3
ENSECAG00000013723	SLC7A8
ENSECAG00000013727	LCMT1
ENSECAG00000013728	MFSD2A
ENSECAG00000013730	ID1
ENSECAG00000013731	STC1
ENSECAG00000013732	ZNF536
ENSECAG00000013733	HNRNPR
ENSECAG00000013735	HPF1
ENSECAG00000013736	RING1
ENSECAG00000013737	MRPL11
ENSECAG00000013738	SLC25A13
ENSECAG00000013739	DLGAP1
ENSECAG00000013739	ENST00000584874
ENSECAG00000013740	SSR2
ENSECAG00000013741	MORC1
ENSECAG00000013742	MAEA
ENSECAG00000013743	FAM227B
ENSECAG00000013744	HSPB6
ENSECAG00000013745	SNX10
ENSECAG00000013746	SPRY1
ENSECAG00000013747	AIF1
ENSECAG00000013748	KRT25
ENSECAG00000013749	MBOAT1
ENSECAG00000013750	HTR3E
ENSECAG00000013751	TM9SF3
ENSECAG00000013752	NR5A1
ENSECAG00000013754	TRADD
ENSECAG00000013755	ZBTB44
ENSECAG00000013756	C8orf59
ENSECAG00000013757	ERO1A
ENSECAG00000013760	TTI1
ENSECAG00000013761	ZNF576
ENSECAG00000013762	NCR1
ENSECAG00000013763	RELA
ENSECAG00000013764	CHID1
ENSECAG00000013765	MTMR10
ENSECAG00000013766	E2F5
ENSECAG00000013767	IGFN1
ENSECAG00000013768	ISY1
ENSECAG00000013770	INTS6
ENSECAG00000013771	PDE4D
ENSECAG00000013772	MDFIC
ENSECAG00000013773	ZNF428
ENSECAG00000013775	STX10
ENSECAG00000013776	ZNF792
ENSECAG00000013777	YBX3
ENSECAG00000013778	PINX1
ENSECAG00000013779	AFAP1
ENSECAG00000013780	TRBV21OR9-2
ENSECAG00000013781	KIAA1211
ENSECAG00000013782	FITM1
ENSECAG00000013783	HLA-A
ENSECAG00000013785	AQP12B
ENSECAG00000013786	KCNE2
ENSECAG00000013787	HMX3
ENSECAG00000013788	ARHGDIB
ENSECAG00000013791	TINF2
ENSECAG00000013792	TRBV9
ENSECAG00000013793	ACAD10
ENSECAG00000013794	MRPS12
ENSECAG00000013796	SLC10A3
ENSECAG00000013798	TUBA1A
ENSECAG00000013799	TRBV20OR9-2
ENSECAG00000013800	ZNRF2
ENSECAG00000013801	HMP19
ENSECAG00000013802	LRRC53
ENSECAG00000013803	UFC1
ENSECAG00000013804	FAM83H
ENSECAG00000013805	KCNMB4
ENSECAG00000013806	FBXO17
ENSECAG00000013807	IQSEC3
ENSECAG00000013808	FAM151B
ENSECAG00000013809	DSC1
ENSECAG00000013810	MYT1
ENSECAG00000013811	KIAA1456
ENSECAG00000013812	ZG16
ENSECAG00000013813	PSMG4
ENSECAG00000013814	HECTD2
ENSECAG00000013816	VPS45
ENSECAG00000013817	CYP1A1
ENSECAG00000013819	PPP4R3B
ENSECAG00000013820	KMT5C
ENSECAG00000013822	KIF5C
ENSECAG00000013824	POC5
ENSECAG00000013825	NOD1
ENSECAG00000013826	SLC17A8
ENSECAG00000013828	KIAA0430
ENSECAG00000013829	LRRIQ3
ENSECAG00000013830	FBXO27
ENSECAG00000013831	MT4
ENSECAG00000013832	DES
ENSECAG00000013834	CYP4F3
ENSECAG00000013835	PRUNE2
ENSECAG00000013836	PKLR
ENSECAG00000013837	PLA2G4E
ENSECAG00000013839	FAM214A
ENSECAG00000013840	FAM3A
ENSECAG00000013843	TUBE1
ENSECAG00000013844	URM1
ENSECAG00000013845	HUS1
ENSECAG00000013847	NCBP1
ENSECAG00000013848	ENST00000621547
ENSECAG00000013849	ZFP28
ENSECAG00000013850	LMAN2L
ENSECAG00000013851	EPHB1
ENSECAG00000013852	FAM71E2
ENSECAG00000013853	CCDC90B
ENSECAG00000013857	DIMT1
ENSECAG00000013859	PIEZO2
ENSECAG00000013860	TAMM41
ENSECAG00000013862	EPHB1
ENSECAG00000013864	CNOT2
ENSECAG00000013865	SRBD1
ENSECAG00000013868	RBP3
ENSECAG00000013870	CERCAM
ENSECAG00000013872	XCL1
ENSECAG00000013873	GUCY2F
ENSECAG00000013874	SPARC
ENSECAG00000013876	KRTAP12-3
ENSECAG00000013877	EIF3I
ENSECAG00000013880	ARHGAP20
ENSECAG00000013881	DHX35
ENSECAG00000013882	A4GNT
ENSECAG00000013883	ICAM1
ENSECAG00000013884	CACNB2
ENSECAG00000013885	TEX264
ENSECAG00000013886	AP002962.1
ENSECAG00000013888	ACR
ENSECAG00000013889	NBN
ENSECAG00000013890	RPS6KB1
ENSECAG00000013891	AP002962.1
ENSECAG00000013892	PPEF1
ENSECAG00000013893	SCARA5
ENSECAG00000013895	ZNF777
ENSECAG00000013896	IFI30
ENSECAG00000013897	RFTN1
ENSECAG00000013898	CABLES2
ENSECAG00000013900	ZDHHC24
ENSECAG00000013901	ANKRD12
ENSECAG00000013903	CXorf40A
ENSECAG00000013904	TMEM30A
ENSECAG00000013905	HHAT
ENSECAG00000013907	TMEM132D
ENSECAG00000013908	EMD
ENSECAG00000013909	SIRT1
ENSECAG00000013910	ORC4
ENSECAG00000013911	TIGD1
ENSECAG00000013913	PCK2
ENSECAG00000013915	RPS3
ENSECAG00000013916	COPS5
ENSECAG00000013917	LIPK
ENSECAG00000013918	ZFYVE16
ENSECAG00000013920	DBR1
ENSECAG00000013923	SMG1
ENSECAG00000013924	SERPIND1
ENSECAG00000013925	KAT2B
ENSECAG00000013929	TXN2
ENSECAG00000013930	SP3
ENSECAG00000013931	FSIP2
ENSECAG00000013932	LYPD6B
ENSECAG00000013933	TMEM86B
ENSECAG00000013934	FAM120A
ENSECAG00000013935	MTUS2
ENSECAG00000013936	SNRNP70
ENSECAG00000013937	TFEC
ENSECAG00000013939	ZFHX2
ENSECAG00000013940	SCGB1A1
ENSECAG00000013941	PDE4DIP
ENSECAG00000013942	NRAS
ENSECAG00000013944	FAM134A
ENSECAG00000013945	RAB29
ENSECAG00000013946	UMODL1
ENSECAG00000013947	DSN1
ENSECAG00000013948	MRPL44
ENSECAG00000013949	SNX1
ENSECAG00000013950	MKL1
ENSECAG00000013951	PPP2R2C
ENSECAG00000013952	CADM4
ENSECAG00000013954	MUC12
ENSECAG00000013955	RNF31
ENSECAG00000013956	ROBO3
ENSECAG00000013959	ENST00000613007
ENSECAG00000013961	AQP7
ENSECAG00000013962	TPD52
ENSECAG00000013963	TMEM161A
ENSECAG00000013964	CARNMT1
ENSECAG00000013965	SLC6A8
ENSECAG00000013966	DPAGT1
ENSECAG00000013968	NAXE
ENSECAG00000013969	CST9L
ENSECAG00000013970	ASH2L
ENSECAG00000013971	ATG5
ENSECAG00000013972	AP002962.1
ENSECAG00000013973	TRAF3
ENSECAG00000013976	MELK
ENSECAG00000013977	MOK
ENSECAG00000013978	SOX5
ENSECAG00000013979	BICC1
ENSECAG00000013980	XKR6
ENSECAG00000013981	CDA
ENSECAG00000013982	TUBA8
ENSECAG00000013983	PRPF6
ENSECAG00000013984	CBLN3
ENSECAG00000013986	TMEM178A
ENSECAG00000013988	DLC1
ENSECAG00000013989	SNX31
ENSECAG00000013990	TOR1A
ENSECAG00000013991	ZNF672
ENSECAG00000013992	FCRL4
ENSECAG00000013993	TOMM40
ENSECAG00000013994	RAB28
ENSECAG00000013996	ARGFX
ENSECAG00000013997	CD1A
ENSECAG00000013998	SQLE
ENSECAG00000013999	TSPAN3
ENSECAG00000014000	KLHL20
ENSECAG00000014002	UBA1
ENSECAG00000014003	TMEM192
ENSECAG00000014004	SAMD7
