ENSECAG00000000002	ENST00000359429
ENSECAG00000016310	ENST00000424859
ENSECAG00000016312	ENST00000381577
ENSECAG00000016313	ENST00000263708
ENSECAG00000016315	ENST00000507668
ENSECAG00000016316	ENST00000406438
ENSECAG00000016317	ENST00000373502
ENSECAG00000016319	ENST00000404138
ENSECAG00000016319	ENST00000404138
ENSECAG00000016320	ENST00000293894
ENSECAG00000016321	ENST00000376608
ENSECAG00000016322	ENST00000216862
ENSECAG00000016323	ENST00000617620
ENSECAG00000016324	ENST00000246006
ENSECAG00000016325	ENST00000618265
ENSECAG00000016326	ENST00000343619
ENSECAG00000016326	ENST00000393829
ENSECAG00000016327	ENST00000332018
ENSECAG00000016328	ENST00000251582
ENSECAG00000016329	ENST00000629245
ENSECAG00000016330	ENST00000162749
ENSECAG00000016330	ENST00000162749
ENSECAG00000016331	ENST00000378993
ENSECAG00000016332	ENST00000378617
ENSECAG00000016332	ENST00000361778
ENSECAG00000016333	ENST00000354105
ENSECAG00000016334	ENST00000602795
ENSECAG00000016335	ENST00000400788
ENSECAG00000016336	ENST00000302506
ENSECAG00000016337	ENST00000356317
ENSECAG00000016338	ENST00000627374
ENSECAG00000016339	ENST00000284984
ENSECAG00000016340	ENST00000196551
ENSECAG00000016341	ENST00000483722
ENSECAG00000016342	ENST00000377009
ENSECAG00000016343	ENST00000542570
ENSECAG00000016345	ENST00000274024
ENSECAG00000016346	ENST00000371065
ENSECAG00000016348	ENST00000356180
ENSECAG00000016349	ENST00000628545
ENSECAG00000016351	ENST00000357887
ENSECAG00000016353	ENST00000409546
ENSECAG00000016354	ENST00000268206
ENSECAG00000016355	ENST00000306910
ENSECAG00000016357	ENST00000264670
ENSECAG00000016358	ENST00000553728
ENSECAG00000016358	ENST00000553728
ENSECAG00000016359	ENST00000396200
ENSECAG00000016360	ENST00000359062
ENSECAG00000016361	ENST00000359759
ENSECAG00000016361	ENST00000359759
ENSECAG00000016362	ENST00000626413
ENSECAG00000016363	ENST00000623963
ENSECAG00000016365	ENST00000504110
ENSECAG00000016366	ENST00000447966
ENSECAG00000016367	ENST00000493382
ENSECAG00000016368	ENST00000278888
ENSECAG00000016369	ENST00000258281
ENSECAG00000016370	ENST00000397375
ENSECAG00000016371	ENST00000371355
ENSECAG00000016371	ENST00000371355
ENSECAG00000016372	ENST00000382108
ENSECAG00000016373	ENST00000284551
ENSECAG00000016374	ENST00000519917
ENSECAG00000016375	ENST00000254166
ENSECAG00000016377	ENST00000419743
ENSECAG00000016378	ENST00000265316
ENSECAG00000016379	ENST00000610761
ENSECAG00000016379	ENST00000610761
ENSECAG00000016379	ENST00000250894
ENSECAG00000016379	ENST00000610761
ENSECAG00000016379	ENST00000356010
ENSECAG00000016380	ENST00000274897
ENSECAG00000016381	ENST00000397732
ENSECAG00000016382	ENST00000265748
ENSECAG00000016383	ENST00000450251
ENSECAG00000016384	ENST00000335670
ENSECAG00000016385	ENST00000312457
ENSECAG00000016386	ENST00000376352
ENSECAG00000016387	ENST00000371429
ENSECAG00000016388	ENST00000449220
ENSECAG00000016389	ENST00000360596
ENSECAG00000016390	ENST00000373803
ENSECAG00000016390	ENST00000349004
ENSECAG00000016391	ENST00000376251
ENSECAG00000016392	ENST00000297338
ENSECAG00000016393	ENST00000251413
ENSECAG00000016394	ENST00000410023
ENSECAG00000016395	ENST00000390345
ENSECAG00000016396	ENST00000233084
ENSECAG00000016397	ENST00000261592
ENSECAG00000016398	ENST00000284142
ENSECAG00000016399	ENST00000156471
ENSECAG00000016401	ENST00000343043
ENSECAG00000016402	ENST00000618554
ENSECAG00000016403	ENST00000263270
ENSECAG00000016404	ENST00000366963
ENSECAG00000016405	ENST00000601421
ENSECAG00000016405	ENST00000415168
ENSECAG00000016406	ENST00000389110
ENSECAG00000016408	ENST00000325656
ENSECAG00000016409	ENST00000291526
ENSECAG00000016410	ENST00000585846
ENSECAG00000016411	ENST00000311208
ENSECAG00000016412	ENST00000262215
ENSECAG00000016413	ENST00000380714
ENSECAG00000016414	ENST00000331264
ENSECAG00000016415	ENST00000444904
ENSECAG00000016415	ENST00000444904
ENSECAG00000016416	ENST00000378526
ENSECAG00000016417	ENST00000377636
ENSECAG00000016418	ENST00000612757
ENSECAG00000016419	ENST00000265339
ENSECAG00000016420	ENST00000405858
ENSECAG00000016420	ENST00000405858
ENSECAG00000016420	ENST00000342651
ENSECAG00000016421	ENST00000221515
ENSECAG00000016422	ENST00000286639
ENSECAG00000016423	ENST00000273390
ENSECAG00000016424	ENST00000221283
ENSECAG00000016425	ENST00000263321
ENSECAG00000016426	ENST00000370282
ENSECAG00000016427	ENST00000356716
ENSECAG00000016428	ENST00000376806
ENSECAG00000016429	ENST00000618565
ENSECAG00000016429	ENST00000546292
ENSECAG00000016430	ENST00000371069
ENSECAG00000016431	ENST00000634409
ENSECAG00000016431	ENST00000634409
ENSECAG00000016431	ENST00000634409
ENSECAG00000016431	ENST00000635181
ENSECAG00000016432	ENST00000317991
ENSECAG00000016433	ENST00000205061
ENSECAG00000016433	ENST00000422840
ENSECAG00000016434	ENST00000369709
ENSECAG00000016435	ENST00000595387
ENSECAG00000016436	ENST00000334529
ENSECAG00000016437	ENST00000381647
ENSECAG00000016438	ENST00000263212
ENSECAG00000016439	ENST00000588969
ENSECAG00000016440	ENST00000569669
ENSECAG00000016441	ENST00000592858
ENSECAG00000016442	ENST00000383487
ENSECAG00000016444	ENST00000400915
ENSECAG00000016444	ENST00000537245
ENSECAG00000016445	ENST00000262053
ENSECAG00000016446	ENST00000398646
ENSECAG00000016447	ENST00000308482
ENSECAG00000016447	ENST00000308482
ENSECAG00000016447	ENST00000308482
ENSECAG00000016448	ENST00000257017
ENSECAG00000016449	ENST00000618711
ENSECAG00000016450	ENST00000317306
ENSECAG00000016451	ENST00000367935
ENSECAG00000016452	ENST00000339560
ENSECAG00000016453	ENST00000196482
ENSECAG00000016454	ENST00000306928
ENSECAG00000016455	ENST00000276570
ENSECAG00000016457	ENST00000620009
ENSECAG00000016458	ENST00000285046
ENSECAG00000016458	ENST00000285046
ENSECAG00000016459	ENST00000330964
ENSECAG00000016460	ENST00000252951
ENSECAG00000016462	ENST00000366514
ENSECAG00000016463	ENST00000389583
ENSECAG00000016464	ENST00000314888
ENSECAG00000016464	ENST00000314888
ENSECAG00000016464	ENST00000314888
ENSECAG00000016465	ENST00000415724
ENSECAG00000016467	ENST00000262942
ENSECAG00000016468	ENST00000394715
ENSECAG00000016469	ENST00000361203
ENSECAG00000016469	ENST00000361203
ENSECAG00000016469	ENST00000312431
ENSECAG00000016469	ENST00000244364
ENSECAG00000016471	ENST00000599369
ENSECAG00000016472	ENST00000233623
ENSECAG00000016473	ENST00000410034
ENSECAG00000016473	ENST00000410034
ENSECAG00000016474	ENST00000557150
ENSECAG00000016475	ENST00000265983
ENSECAG00000016476	ENST00000220509
ENSECAG00000016477	ENST00000274341
ENSECAG00000016478	ENST00000283905
ENSECAG00000016479	ENST00000267068
ENSECAG00000016480	ENST00000503362
ENSECAG00000016481	ENST00000629319
ENSECAG00000016482	ENST00000258743
ENSECAG00000016483	ENST00000461854
ENSECAG00000016484	ENST00000447811
ENSECAG00000016485	ENST00000447017
ENSECAG00000016485	ENST00000447017
ENSECAG00000016485	ENST00000341937
ENSECAG00000016486	ENST00000222250
ENSECAG00000016487	ENST00000253413
ENSECAG00000016488	ENST00000394885
ENSECAG00000016489	ENST00000449470
ENSECAG00000016491	ENST00000393609
ENSECAG00000016491	ENST00000393605
ENSECAG00000016492	ENST00000398000
ENSECAG00000016493	ENST00000332830
ENSECAG00000016494	ENST00000382374
ENSECAG00000016495	ENST00000559596
ENSECAG00000016496	ENST00000398030
ENSECAG00000016497	ENST00000360652
ENSECAG00000016498	ENST00000604621
ENSECAG00000016499	ENST00000302422
ENSECAG00000016500	ENST00000276390
ENSECAG00000016501	ENST00000223208
ENSECAG00000016502	ENST00000534324
ENSECAG00000016503	ENST00000392822
ENSECAG00000016504	ENST00000245206
ENSECAG00000016505	ENST00000304381
ENSECAG00000016506	ENST00000613226
ENSECAG00000016507	ENST00000369909
ENSECAG00000016508	ENST00000292432
ENSECAG00000016509	ENST00000394236
ENSECAG00000016510	ENST00000366654
ENSECAG00000016511	ENST00000046087
ENSECAG00000016512	ENST00000424848
ENSECAG00000016513	ENST00000302926
ENSECAG00000016514	ENST00000298231
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016515	ENST00000233121
ENSECAG00000016516	ENST00000397196
ENSECAG00000016517	ENST00000554659
ENSECAG00000016518	ENST00000399100
ENSECAG00000016519	ENST00000310256
ENSECAG00000016520	ENST00000432768
ENSECAG00000016521	ENST00000244043
ENSECAG00000016522	ENST00000220478
ENSECAG00000016526	ENST00000281081
ENSECAG00000016528	ENST00000402191
ENSECAG00000016528	ENST00000403714
ENSECAG00000016529	ENST00000238256
ENSECAG00000016530	ENST00000316963
ENSECAG00000016531	ENST00000341319
ENSECAG00000016532	ENST00000360128
ENSECAG00000016534	ENST00000261783
ENSECAG00000016535	ENST00000317702
ENSECAG00000016537	ENST00000262345
ENSECAG00000016538	ENST00000513312
ENSECAG00000016539	ENST00000307768
ENSECAG00000016540	ENST00000383673
ENSECAG00000016542	ENST00000264193
ENSECAG00000016543	ENST00000374202
ENSECAG00000016544	ENST00000443597
ENSECAG00000016545	ENST00000615806
ENSECAG00000016545	ENST00000404826
ENSECAG00000016545	ENST00000404826
ENSECAG00000016545	ENST00000615806
ENSECAG00000016545	ENST00000615806
ENSECAG00000016546	ENST00000375011
ENSECAG00000016547	ENST00000380055
ENSECAG00000016548	ENST00000432933
ENSECAG00000016549	ENST00000367721
ENSECAG00000016551	ENST00000368575
ENSECAG00000016552	ENST00000331923
ENSECAG00000016553	ENST00000282058
ENSECAG00000016554	ENST00000398892
ENSECAG00000016556	ENST00000276654
ENSECAG00000016557	ENST00000445217
ENSECAG00000016558	ENST00000623963
ENSECAG00000016559	ENST00000398795
ENSECAG00000016560	ENST00000621784
ENSECAG00000016563	ENST00000381663
ENSECAG00000016564	ENST00000322329
ENSECAG00000016565	ENST00000254730
ENSECAG00000016566	ENST00000380036
ENSECAG00000016567	ENST00000534537
ENSECAG00000016568	ENST00000351328
ENSECAG00000016569	ENST00000510890
ENSECAG00000016570	ENST00000234071
ENSECAG00000016571	ENST00000254337
ENSECAG00000016572	ENST00000340457
ENSECAG00000016573	ENST00000378482
ENSECAG00000016574	ENST00000632590
ENSECAG00000016576	ENST00000330388
ENSECAG00000016577	ENST00000367879
ENSECAG00000016578	ENST00000355805
ENSECAG00000016579	ENST00000265643
ENSECAG00000016580	ENST00000335509
ENSECAG00000016581	ENST00000231683
ENSECAG00000016582	ENST00000378016
ENSECAG00000016582	ENST00000378016
ENSECAG00000016582	ENST00000378016
ENSECAG00000016583	ENST00000310544
ENSECAG00000016585	ENST00000580947
ENSECAG00000016586	ENST00000323688
ENSECAG00000016586	ENST00000622082
ENSECAG00000016587	ENST00000271732
ENSECAG00000016588	ENST00000419094
ENSECAG00000016589	ENST00000254325
ENSECAG00000016590	ENST00000397826
ENSECAG00000016591	ENST00000488423
ENSECAG00000016594	ENST00000614499
ENSECAG00000016594	ENST00000614499
ENSECAG00000016595	ENST00000382554
ENSECAG00000016595	ENST00000382554
ENSECAG00000016596	ENST00000425354
ENSECAG00000016597	ENST00000437298
ENSECAG00000016598	ENST00000229633
ENSECAG00000016599	ENST00000284274
ENSECAG00000016600	ENST00000367240
ENSECAG00000016600	ENST00000367240
ENSECAG00000016601	ENST00000266544
ENSECAG00000016602	ENST00000382082
ENSECAG00000016602	ENST00000382082
ENSECAG00000016603	ENST00000218348
ENSECAG00000016604	ENST00000361335
ENSECAG00000016605	ENST00000358102
ENSECAG00000016606	ENST00000374431
ENSECAG00000016607	ENST00000337995
ENSECAG00000016607	ENST00000392150
ENSECAG00000016608	ENST00000438167
ENSECAG00000016610	ENST00000367976
ENSECAG00000016611	ENST00000248071
ENSECAG00000016612	ENST00000278412
ENSECAG00000016613	ENST00000393925
ENSECAG00000016614	ENST00000368168
ENSECAG00000016615	ENST00000264187
ENSECAG00000016617	ENST00000292478
ENSECAG00000016619	ENST00000374788
ENSECAG00000016620	ENST00000265007
ENSECAG00000016621	ENST00000219204
ENSECAG00000016623	ENST00000340059
ENSECAG00000016623	ENST00000334686
ENSECAG00000016624	ENST00000216471
ENSECAG00000016625	ENST00000333891
ENSECAG00000016625	ENST00000333891
ENSECAG00000016626	ENST00000619189
ENSECAG00000016627	ENST00000420999
ENSECAG00000016628	ENST00000310418
ENSECAG00000016629	ENST00000336498
ENSECAG00000026888	ENST00000547098
ENSECAG00000016631	ENST00000290399
ENSECAG00000016632	ENST00000358359
ENSECAG00000016632	ENST00000414217
ENSECAG00000016632	ENST00000414217
ENSECAG00000016633	ENST00000368476
ENSECAG00000016635	ENST00000345358
ENSECAG00000016636	ENST00000293662
ENSECAG00000016637	ENST00000263713
ENSECAG00000016637	ENST00000443902
ENSECAG00000016638	ENST00000377833
ENSECAG00000016638	ENST00000377833
ENSECAG00000016639	ENST00000296513
ENSECAG00000016640	ENST00000263314
ENSECAG00000016641	ENST00000281513
ENSECAG00000016642	ENST00000252997
ENSECAG00000016643	ENST00000328739
ENSECAG00000016644	ENST00000296525
ENSECAG00000016645	ENST00000264079
ENSECAG00000016646	ENST00000327680
ENSECAG00000016647	ENST00000292211
ENSECAG00000016648	ENST00000231454
ENSECAG00000016649	ENST00000373736
ENSECAG00000016651	ENST00000369023
ENSECAG00000016652	ENST00000228425
ENSECAG00000016653	ENST00000392221
ENSECAG00000016654	ENST00000258962
ENSECAG00000016655	ENST00000634500
ENSECAG00000016657	ENST00000240731
ENSECAG00000016658	ENST00000217159
ENSECAG00000016660	ENST00000558285
ENSECAG00000016661	ENST00000360284
ENSECAG00000016662	ENST00000375608
ENSECAG00000016662	ENST00000535094
ENSECAG00000016663	ENST00000418511
ENSECAG00000016664	ENST00000287820
ENSECAG00000016665	ENST00000622654
ENSECAG00000016666	ENST00000247271
ENSECAG00000016667	ENST00000367067
ENSECAG00000016667	ENST00000367064
ENSECAG00000016668	ENST00000600013
ENSECAG00000016669	ENST00000517746
ENSECAG00000016670	ENST00000309988
ENSECAG00000016672	ENST00000336873
ENSECAG00000016673	ENST00000620047
ENSECAG00000016674	ENST00000175091
ENSECAG00000016675	ENST00000512982
ENSECAG00000016675	ENST00000512982
ENSECAG00000016676	ENST00000316364
ENSECAG00000016677	ENST00000301327
ENSECAG00000016678	ENST00000373388
ENSECAG00000016679	ENST00000339732
ENSECAG00000016681	ENST00000308025
ENSECAG00000016682	ENST00000326695
ENSECAG00000016683	ENST00000419482
ENSECAG00000016684	ENST00000355058
ENSECAG00000016688	ENST00000366929
ENSECAG00000016688	ENST00000366930
ENSECAG00000016690	ENST00000233712
ENSECAG00000016691	ENST00000370073
ENSECAG00000016692	ENST00000308153
ENSECAG00000016693	ENST00000470487
ENSECAG00000016694	ENST00000302236
ENSECAG00000016695	ENST00000263093
ENSECAG00000016696	ENST00000282356
ENSECAG00000016697	ENST00000405591
ENSECAG00000016698	ENST00000547550
ENSECAG00000016699	ENST00000312196
ENSECAG00000016700	ENST00000355653
ENSECAG00000016701	ENST00000595090
ENSECAG00000016702	ENST00000295888
ENSECAG00000016702	ENST00000295888
ENSECAG00000016703	ENST00000623963
ENSECAG00000016704	ENST00000587989
ENSECAG00000016705	ENST00000337130
ENSECAG00000016706	ENST00000618628
ENSECAG00000016707	ENST00000395603
ENSECAG00000016708	ENST00000521374
ENSECAG00000016710	ENST00000615976
ENSECAG00000016711	ENST00000474844
ENSECAG00000016712	ENST00000336164
ENSECAG00000016713	ENST00000255087
ENSECAG00000016715	ENST00000530878
ENSECAG00000016716	ENST00000246792
ENSECAG00000016717	ENST00000296533
ENSECAG00000016718	ENST00000255499
ENSECAG00000016719	ENST00000557150
ENSECAG00000016720	ENST00000422127
ENSECAG00000016721	ENST00000429979
ENSECAG00000016721	ENST00000429979
ENSECAG00000016721	ENST00000429979
ENSECAG00000016722	ENST00000281453
ENSECAG00000016724	ENST00000292644
ENSECAG00000016725	ENST00000361288
ENSECAG00000016726	ENST00000262394
ENSECAG00000016728	ENST00000414542
ENSECAG00000016731	ENST00000258886
ENSECAG00000016733	ENST00000317968
ENSECAG00000016734	ENST00000421807
ENSECAG00000016735	ENST00000294728
ENSECAG00000016736	ENST00000425847
ENSECAG00000016737	ENST00000324417
ENSECAG00000016738	ENST00000274054
ENSECAG00000016739	ENST00000359322
ENSECAG00000016740	ENST00000622511
ENSECAG00000016742	ENST00000539225
ENSECAG00000016743	ENST00000398030
ENSECAG00000016744	ENST00000338961
ENSECAG00000016746	ENST00000326735
ENSECAG00000016749	ENST00000270560
ENSECAG00000016750	ENST00000618091
ENSECAG00000016751	ENST00000527795
ENSECAG00000016752	ENST00000228567
ENSECAG00000016753	ENST00000545738
ENSECAG00000016754	ENST00000366855
ENSECAG00000016755	ENST00000265562
ENSECAG00000016756	ENST00000393658
ENSECAG00000016757	ENST00000613986
ENSECAG00000016758	ENST00000361575
ENSECAG00000016759	ENST00000520030
ENSECAG00000016761	ENST00000322165
ENSECAG00000016765	ENST00000383408
ENSECAG00000016767	ENST00000341514
ENSECAG00000016767	ENST00000341514
ENSECAG00000016768	ENST00000487848
ENSECAG00000016769	ENST00000578121
ENSECAG00000016770	ENST00000302424
ENSECAG00000016771	ENST00000344099
ENSECAG00000016772	ENST00000210444
ENSECAG00000016773	ENST00000425611
ENSECAG00000016773	ENST00000425611
ENSECAG00000016774	ENST00000390465
ENSECAG00000016776	ENST00000622580
ENSECAG00000016777	ENST00000296733
ENSECAG00000016778	ENST00000419761
ENSECAG00000016779	ENST00000225969
ENSECAG00000016780	ENST00000382932
ENSECAG00000016782	ENST00000613525
ENSECAG00000016782	ENST00000613525
ENSECAG00000016783	ENST00000373602
ENSECAG00000016783	ENST00000373602
ENSECAG00000016784	ENST00000602312
ENSECAG00000016784	ENST00000602312
ENSECAG00000016784	ENST00000602312
ENSECAG00000016785	ENST00000262455
ENSECAG00000016785	ENST00000262455
ENSECAG00000016786	ENST00000372980
ENSECAG00000016788	ENST00000254759
ENSECAG00000016790	ENST00000515603
ENSECAG00000016791	ENST00000558555
ENSECAG00000016792	ENST00000592784
ENSECAG00000016792	ENST00000592784
ENSECAG00000016793	ENST00000627260
ENSECAG00000016794	ENST00000370944
ENSECAG00000016795	ENST00000305344
ENSECAG00000016796	ENST00000623963
ENSECAG00000016797	ENST00000258729
ENSECAG00000016798	ENST00000395706
ENSECAG00000016799	ENST00000373156
ENSECAG00000016800	ENST00000426496
ENSECAG00000016802	ENST00000599577
ENSECAG00000016803	ENST00000390466
ENSECAG00000016804	ENST00000447726
ENSECAG00000016805	ENST00000230568
ENSECAG00000016806	ENST00000380833
ENSECAG00000016807	ENST00000372422
ENSECAG00000016808	ENST00000380956
ENSECAG00000016809	ENST00000367202
ENSECAG00000016811	ENST00000397223
ENSECAG00000016812	ENST00000243644
ENSECAG00000016813	ENST00000282570
ENSECAG00000016814	ENST00000325642
ENSECAG00000016815	ENST00000447353
ENSECAG00000016816	ENST00000554963
ENSECAG00000016817	ENST00000427814
ENSECAG00000016819	ENST00000541970
ENSECAG00000016820	ENST00000588787
ENSECAG00000016822	ENST00000083182
ENSECAG00000016824	ENST00000360409
ENSECAG00000016826	ENST00000373202
ENSECAG00000016827	ENST00000429586
ENSECAG00000016828	ENST00000290953
ENSECAG00000016829	ENST00000435224
ENSECAG00000016830	ENST00000613416
ENSECAG00000016833	ENST00000169551
ENSECAG00000016834	ENST00000330943
ENSECAG00000016835	ENST00000550887
ENSECAG00000016838	ENST00000336454
ENSECAG00000016839	ENST00000314412
ENSECAG00000016841	ENST00000263205
ENSECAG00000016841	ENST00000382974
ENSECAG00000016842	ENST00000371600
ENSECAG00000016843	ENST00000402198
ENSECAG00000016844	ENST00000409122
ENSECAG00000016846	ENST00000339452
ENSECAG00000016846	ENST00000339452
ENSECAG00000016847	ENST00000371224
ENSECAG00000016850	ENST00000394507
ENSECAG00000016852	ENST00000539743
ENSECAG00000016853	ENST00000308378
ENSECAG00000016854	ENST00000340800
ENSECAG00000016855	ENST00000561435
ENSECAG00000016856	ENST00000522656
ENSECAG00000016856	ENST00000398090
ENSECAG00000016857	ENST00000308022
ENSECAG00000016858	ENST00000454782
ENSECAG00000016860	ENST00000394894
ENSECAG00000016861	ENST00000338896
ENSECAG00000016862	ENST00000302692
ENSECAG00000016863	ENST00000265395
ENSECAG00000016864	ENST00000417564
ENSECAG00000016864	ENST00000417564
