ENSECAT00000000009	ENST00000359429
ENSECAT00000018081	ENST00000375299
ENSECAT00000018931	ENST00000317338
ENSECAT00000018104	ENST00000421888
ENSECAT00000018116	ENST00000433114
ENSECAT00000018123	ENST00000399082
ENSECAT00000018620	ENST00000621317
ENSECAT00000018043	ENST00000258091
ENSECAT00000018341	ENST00000619866
ENSECAT00000018101	ENST00000559313
ENSECAT00000018318	ENST00000510461
ENSECAT00000018402	ENST00000337859
ENSECAT00000018226	ENST00000305249
ENSECAT00000018029	ENST00000594013
ENSECAT00000018818	ENST00000255324
ENSECAT00000018307	ENST00000424325
ENSECAT00000018769	ENST00000361473
ENSECAT00000018525	ENST00000449406
ENSECAT00000018086	ENST00000439190
ENSECAT00000018064	ENST00000628453
ENSECAT00000018505	ENST00000448866
ENSECAT00000018045	ENST00000323319
ENSECAT00000018111	ENST00000229304
ENSECAT00000018057	ENST00000300026
ENSECAT00000018166	ENST00000369014
ENSECAT00000018121	ENST00000373731
ENSECAT00000018298	ENST00000279146
ENSECAT00000019093	ENST00000376887
ENSECAT00000018056	ENST00000324461
ENSECAT00000018130	ENST00000581216
ENSECAT00000018073	ENST00000423981
ENSECAT00000018190	ENST00000627111
ENSECAT00000018161	ENST00000295890
ENSECAT00000018193	ENST00000201979
ENSECAT00000018417	ENST00000373871
ENSECAT00000018300	ENST00000257118
ENSECAT00000018336	ENST00000257118
ENSECAT00000018097	ENST00000344803
ENSECAT00000018113	ENST00000344803
ENSECAT00000018127	ENST00000334208
ENSECAT00000018155	ENST00000344803
ENSECAT00000018514	ENST00000367468
ENSECAT00000019241	ENST00000261517
ENSECAT00000018246	ENST00000369847
ENSECAT00000018142	ENST00000371173
ENSECAT00000018250	ENST00000299977
ENSECAT00000018440	ENST00000299977
ENSECAT00000018100	ENST00000445590
ENSECAT00000018077	ENST00000296684
ENSECAT00000018148	ENST00000593003
ENSECAT00000018317	ENST00000614857
ENSECAT00000018089	ENST00000394227
ENSECAT00000018521	ENST00000397885
ENSECAT00000018164	ENST00000398334
ENSECAT00000018658	ENST00000620134
ENSECAT00000018106	ENST00000380835
ENSECAT00000018107	ENST00000331821
ENSECAT00000018092	ENST00000566549
ENSECAT00000018151	ENST00000394272
ENSECAT00000018761	ENST00000429178
ENSECAT00000018854	ENST00000429178
ENSECAT00000018861	ENST00000405266
ENSECAT00000018903	ENST00000405266
ENSECAT00000018594	ENST00000377768
ENSECAT00000018126	ENST00000475157
ENSECAT00000018237	ENST00000569205
ENSECAT00000018154	ENST00000231512
ENSECAT00000018846	ENST00000635371
ENSECAT00000018961	ENST00000635371
ENSECAT00000018313	ENST00000512369
ENSECAT00000018449	ENST00000370345
ENSECAT00000018296	ENST00000394919
ENSECAT00000018234	ENST00000367097
ENSECAT00000018173	ENST00000456354
ENSECAT00000018135	ENST00000392144
ENSECAT00000018492	ENST00000220325
ENSECAT00000018420	ENST00000178638
ENSECAT00000018648	ENST00000373946
ENSECAT00000018655	ENST00000373946
ENSECAT00000018351	ENST00000316334
ENSECAT00000018480	ENST00000330714
ENSECAT00000018141	ENST00000393924
ENSECAT00000018267	ENST00000262301
ENSECAT00000018124	ENST00000307677
ENSECAT00000018534	ENST00000537548
ENSECAT00000018425	ENST00000422911
ENSECAT00000018431	ENST00000447207
ENSECAT00000018767	ENST00000403733
ENSECAT00000018199	ENST00000296530
ENSECAT00000018299	ENST00000335007
ENSECAT00000018371	ENST00000252252
ENSECAT00000018129	ENST00000435259
ENSECAT00000018663	ENST00000263383
ENSECAT00000018423	ENST00000344887
ENSECAT00000018457	ENST00000289968
ENSECAT00000018524	ENST00000289968
ENSECAT00000018428	ENST00000373036
ENSECAT00000018586	ENST00000312053
ENSECAT00000018573	ENST00000612142
ENSECAT00000018253	ENST00000347310
ENSECAT00000018377	ENST00000400566
ENSECAT00000018303	ENST00000345264
ENSECAT00000018459	ENST00000296135
ENSECAT00000018156	ENST00000472837
ENSECAT00000018433	ENST00000216160
ENSECAT00000018319	ENST00000234038
ENSECAT00000018375	ENST00000380051
ENSECAT00000018355	ENST00000379237
ENSECAT00000018366	ENST00000379237
ENSECAT00000018287	ENST00000395715
ENSECAT00000018229	ENST00000626657
ENSECAT00000018192	ENST00000377488
ENSECAT00000018397	ENST00000398958
ENSECAT00000018477	ENST00000409402
ENSECAT00000018481	ENST00000453447
ENSECAT00000018171	ENST00000623963
ENSECAT00000018215	ENST00000337908
ENSECAT00000018174	ENST00000600659
ENSECAT00000018273	ENST00000425232
ENSECAT00000018233	ENST00000381112
ENSECAT00000018517	ENST00000476801
ENSECAT00000018390	ENST00000572888
ENSECAT00000018740	ENST00000315082
ENSECAT00000018206	ENST00000293443
ENSECAT00000018691	ENST00000398339
ENSECAT00000018344	ENST00000295589
ENSECAT00000018407	ENST00000540818
ENSECAT00000019123	ENST00000381655
ENSECAT00000019164	ENST00000381655
ENSECAT00000018293	ENST00000296861
ENSECAT00000018331	ENST00000345122
ENSECAT00000018461	ENST00000587544
ENSECAT00000018212	ENST00000305107
ENSECAT00000018185	ENST00000625188
ENSECAT00000018953	ENST00000359221
ENSECAT00000018755	ENST00000240123
ENSECAT00000018801	ENST00000240123
ENSECAT00000018222	ENST00000291560
ENSECAT00000018364	ENST00000319580
ENSECAT00000018506	ENST00000368786
ENSECAT00000018359	ENST00000619300
ENSECAT00000018198	ENST00000555463
ENSECAT00000018715	ENST00000432561
ENSECAT00000018200	ENST00000308418
ENSECAT00000018230	ENST00000301030
ENSECAT00000018509	ENST00000333868
ENSECAT00000018627	ENST00000333868
ENSECAT00000018208	ENST00000304312
ENSECAT00000018240	ENST00000425570
ENSECAT00000018283	ENST00000517992
ENSECAT00000018547	ENST00000342435
ENSECAT00000018363	ENST00000276590
ENSECAT00000018739	ENST00000620443
ENSECAT00000018758	ENST00000622768
ENSECAT00000018221	ENST00000444310
ENSECAT00000018398	ENST00000252891
ENSECAT00000018225	ENST00000330574
ENSECAT00000018213	ENST00000284437
ENSECAT00000018314	ENST00000335987
ENSECAT00000018308	ENST00000329492
ENSECAT00000018709	ENST00000350527
ENSECAT00000018242	ENST00000377507
ENSECAT00000018247	ENST00000309447
ENSECAT00000018254	ENST00000337908
ENSECAT00000018954	ENST00000489711
ENSECAT00000018427	ENST00000375483
ENSECAT00000018878	ENST00000225371
ENSECAT00000018498	ENST00000318842
ENSECAT00000018252	ENST00000613539
ENSECAT00000018280	ENST00000377918
ENSECAT00000018238	ENST00000532971
ENSECAT00000018358	ENST00000547271
ENSECAT00000018410	ENST00000435347
ENSECAT00000018430	ENST00000337392
ENSECAT00000018403	ENST00000181383
ENSECAT00000018374	ENST00000409279
ENSECAT00000018263	ENST00000377953
ENSECAT00000018779	ENST00000373019
ENSECAT00000018279	ENST00000519676
ENSECAT00000028975	ENST00000280758
ENSECAT00000009641	ENST00000420571
ENSECAT00000010429	ENST00000357167
ENSECAT00000029116	ENST00000358763
ENSECAT00000020646	ENST00000441821
ENSECAT00000029142	ENST00000248846
ENSECAT00000011566	ENST00000439308
ENSECAT00000018261	ENST00000287218
ENSECAT00000019847	ENST00000496514
ENSECAT00000019133	ENST00000232375
ENSECAT00000018422	ENST00000420878
ENSECAT00000018342	ENST00000340829
ENSECAT00000020514	ENST00000549491
ENSECAT00000018712	ENST00000253039
ENSECAT00000018352	ENST00000453200
ENSECAT00000018852	ENST00000229416
ENSECAT00000018896	ENST00000229416
ENSECAT00000018383	ENST00000300184
ENSECAT00000018378	ENST00000457837
ENSECAT00000018857	ENST00000380494
ENSECAT00000018815	ENST00000291906
ENSECAT00000018269	ENST00000307662
ENSECAT00000028896	ENST00000339839
ENSECAT00000008537	ENST00000547575
ENSECAT00000018274	ENST00000390468
ENSECAT00000018328	ENST00000273590
ENSECAT00000018311	ENST00000301037
ENSECAT00000019851	ENST00000360534
ENSECAT00000019032	ENST00000361927
ENSECAT00000019074	ENST00000361927
ENSECAT00000018278	ENST00000328741
ENSECAT00000018353	ENST00000331457
ENSECAT00000018788	ENST00000261797
ENSECAT00000018821	ENST00000261797
ENSECAT00000018782	ENST00000388975
ENSECAT00000018392	ENST00000267339
ENSECAT00000018347	ENST00000589011
ENSECAT00000018746	ENST00000330877
ENSECAT00000018656	ENST00000373367
ENSECAT00000018790	ENST00000370298
ENSECAT00000018513	ENST00000339697
ENSECAT00000018633	ENST00000529905
ENSECAT00000018934	ENST00000333137
ENSECAT00000018451	ENST00000376563
ENSECAT00000018721	ENST00000215659
ENSECAT00000018750	ENST00000215659
ENSECAT00000018301	ENST00000543185
ENSECAT00000018683	ENST00000473183
ENSECAT00000018909	ENST00000298310
ENSECAT00000018933	ENST00000298310
ENSECAT00000019535	ENST00000261200
ENSECAT00000019555	ENST00000261201
ENSECAT00000018522	ENST00000409327
ENSECAT00000018380	ENST00000622632
ENSECAT00000018333	ENST00000339738
ENSECAT00000018576	ENST00000292616
ENSECAT00000018469	ENST00000329281
ENSECAT00000018305	ENST00000275766
ENSECAT00000018839	ENST00000282588
ENSECAT00000018326	ENST00000323675
ENSECAT00000018443	ENST00000440851
ENSECAT00000018357	ENST00000358625
ENSECAT00000018415	ENST00000320785
ENSECAT00000018316	ENST00000623963
ENSECAT00000019586	ENST00000321728
ENSECAT00000019634	ENST00000303531
ENSECAT00000018556	ENST00000464606
ENSECAT00000018338	ENST00000330794
ENSECAT00000018335	ENST00000373656
ENSECAT00000018322	ENST00000256447
ENSECAT00000018320	ENST00000368764
ENSECAT00000018963	ENST00000361125
ENSECAT00000019079	ENST00000361368
ENSECAT00000018863	ENST00000308342
ENSECAT00000018436	ENST00000505790
ENSECAT00000018554	ENST00000301935
ENSECAT00000018805	ENST00000202556
ENSECAT00000018504	ENST00000345617
ENSECAT00000018511	ENST00000367963
ENSECAT00000018368	ENST00000618086
ENSECAT00000018557	ENST00000292327
ENSECAT00000018340	ENST00000396568
ENSECAT00000019096	ENST00000262319
ENSECAT00000028819	ENST00000399881
ENSECAT00000028977	ENST00000261180
ENSECAT00000008454	ENST00000261180
ENSECAT00000009495	ENST00000261180
ENSECAT00000018529	ENST00000336023
ENSECAT00000018645	ENST00000222511
ENSECAT00000018453	ENST00000625528
ENSECAT00000019583	ENST00000287497
ENSECAT00000018624	ENST00000394053
ENSECAT00000018346	ENST00000374987
ENSECAT00000018379	ENST00000360442
ENSECAT00000018354	ENST00000377035
ENSECAT00000018360	ENST00000397732
ENSECAT00000018725	ENST00000447110
ENSECAT00000018597	ENST00000293829
ENSECAT00000018362	ENST00000246081
ENSECAT00000018561	ENST00000479870
ENSECAT00000018361	ENST00000229238
ENSECAT00000018474	ENST00000307128
ENSECAT00000018491	ENST00000634511
ENSECAT00000019034	ENST00000350763
ENSECAT00000018947	ENST00000569430
ENSECAT00000018405	ENST00000244709
ENSECAT00000018429	ENST00000244709
ENSECAT00000018609	ENST00000322861
ENSECAT00000018367	ENST00000332857
ENSECAT00000018391	ENST00000354200
ENSECAT00000018738	ENST00000318041
ENSECAT00000018421	ENST00000342043
ENSECAT00000018502	ENST00000378930
ENSECAT00000018386	ENST00000330915
ENSECAT00000018780	ENST00000404933
ENSECAT00000018401	ENST00000529487
ENSECAT00000019256	ENST00000277531
ENSECAT00000018389	ENST00000307526
ENSECAT00000018413	ENST00000541082
ENSECAT00000018588	ENST00000352251
ENSECAT00000018650	ENST00000352251
ENSECAT00000018613	ENST00000279024
ENSECAT00000018445	ENST00000256078
ENSECAT00000018439	ENST00000267485
ENSECAT00000018424	ENST00000264192
ENSECAT00000018629	ENST00000368636
ENSECAT00000019334	ENST00000420843
ENSECAT00000019345	ENST00000360025
ENSECAT00000021520	ENST00000381946
ENSECAT00000018686	ENST00000596014
ENSECAT00000018651	ENST00000409668
ENSECAT00000018661	ENST00000627415
ENSECAT00000018703	ENST00000577908
ENSECAT00000018409	ENST00000237380
ENSECAT00000018585	ENST00000323570
ENSECAT00000018727	ENST00000388996
ENSECAT00000018600	ENST00000379613
ENSECAT00000018470	ENST00000592540
ENSECAT00000018452	ENST00000392366
ENSECAT00000018508	ENST00000441369
ENSECAT00000019006	ENST00000288266
ENSECAT00000018412	ENST00000343010
ENSECAT00000018582	ENST00000456015
ENSECAT00000018416	ENST00000390454
ENSECAT00000018666	ENST00000431016
ENSECAT00000018745	ENST00000306851
ENSECAT00000018930	ENST00000304330
ENSECAT00000018935	ENST00000307378
ENSECAT00000018434	ENST00000432261
ENSECAT00000018732	ENST00000440756
ENSECAT00000019252	ENST00000252032
ENSECAT00000019406	ENST00000252032
ENSECAT00000018986	ENST00000206765
ENSECAT00000018551	ENST00000458408
ENSECAT00000018467	ENST00000217939
ENSECAT00000018636	ENST00000349077
ENSECAT00000018438	ENST00000615984
ENSECAT00000018770	ENST00000338045
ENSECAT00000019361	ENST00000438375
ENSECAT00000018951	ENST00000268053
ENSECAT00000019071	ENST00000251127
ENSECAT00000018617	ENST00000343028
ENSECAT00000018448	ENST00000402696
ENSECAT00000018796	ENST00000229214
ENSECAT00000018772	ENST00000226444
ENSECAT00000018450	ENST00000357503
ENSECAT00000018446	ENST00000377861
ENSECAT00000018527	ENST00000380672
ENSECAT00000018574	ENST00000361752
ENSECAT00000018540	ENST00000520010
ENSECAT00000018571	ENST00000374355
ENSECAT00000018580	ENST00000374360
ENSECAT00000018743	ENST00000217446
ENSECAT00000018679	ENST00000610179
ENSECAT00000018478	ENST00000322241
ENSECAT00000018462	ENST00000507598
ENSECAT00000018710	ENST00000424576
ENSECAT00000018587	ENST00000357067
ENSECAT00000018485	ENST00000310109
ENSECAT00000018719	ENST00000622134
ENSECAT00000018726	ENST00000622134
ENSECAT00000018858	ENST00000398234
ENSECAT00000018697	ENST00000377252
ENSECAT00000018610	ENST00000356940
ENSECAT00000018495	ENST00000599359
ENSECAT00000018464	ENST00000528798
ENSECAT00000018473	ENST00000300113
ENSECAT00000018838	ENST00000257552
ENSECAT00000018479	ENST00000296597
ENSECAT00000018497	ENST00000328550
ENSECAT00000018669	ENST00000613150
ENSECAT00000028888	ENST00000220812
ENSECAT00000018496	ENST00000298556
ENSECAT00000018466	ENST00000284984
ENSECAT00000018545	ENST00000411432
ENSECAT00000018501	ENST00000284818
ENSECAT00000018904	ENST00000393045
ENSECAT00000018787	ENST00000275732
ENSECAT00000019101	ENST00000428599
ENSECAT00000018646	ENST00000377681
ENSECAT00000018816	ENST00000262188
ENSECAT00000018500	ENST00000246151
ENSECAT00000018603	ENST00000340951
ENSECAT00000018507	ENST00000308378
ENSECAT00000018512	ENST00000515256
ENSECAT00000019150	ENST00000381638
ENSECAT00000019214	ENST00000381638
ENSECAT00000018675	ENST00000368603
ENSECAT00000018834	ENST00000402092
ENSECAT00000018559	ENST00000263384
ENSECAT00000020147	ENST00000402696
ENSECAT00000018510	ENST00000216442
ENSECAT00000018583	ENST00000308807
ENSECAT00000018503	ENST00000442581
ENSECAT00000019867	ENST00000357428
ENSECAT00000018560	ENST00000510492
ENSECAT00000019026	ENST00000405878
ENSECAT00000018519	ENST00000297001
ENSECAT00000018543	ENST00000379419
ENSECAT00000018526	ENST00000361171
ENSECAT00000018516	ENST00000305141
ENSECAT00000018530	ENST00000281924
ENSECAT00000018631	ENST00000255224
ENSECAT00000019001	ENST00000355295
ENSECAT00000019048	ENST00000355295
ENSECAT00000018945	ENST00000370978
ENSECAT00000018993	ENST00000370978
ENSECAT00000018523	ENST00000618175
ENSECAT00000018865	ENST00000635239
ENSECAT00000018871	ENST00000361114
ENSECAT00000018548	ENST00000547437
ENSECAT00000018611	ENST00000344318
ENSECAT00000018850	ENST00000025008
ENSECAT00000018541	ENST00000340533
ENSECAT00000018718	ENST00000377038
ENSECAT00000018537	ENST00000610872
ENSECAT00000019588	ENST00000347230
ENSECAT00000019613	ENST00000347230
ENSECAT00000018792	ENST00000368521
ENSECAT00000018741	ENST00000371459
ENSECAT00000018747	ENST00000371459
ENSECAT00000018759	ENST00000359653
ENSECAT00000018762	ENST00000262065
ENSECAT00000018539	ENST00000408957
ENSECAT00000019599	ENST00000616680
ENSECAT00000019023	ENST00000627066
ENSECAT00000018763	ENST00000433935
ENSECAT00000018944	ENST00000269159
ENSECAT00000018578	ENST00000536254
ENSECAT00000020020	ENST00000331830
ENSECAT00000020101	ENST00000331830
ENSECAT00000018568	ENST00000372213
ENSECAT00000019183	ENST00000402219
ENSECAT00000018607	ENST00000325881
ENSECAT00000018708	ENST00000216294
ENSECAT00000018577	ENST00000313578
ENSECAT00000018637	ENST00000372676
ENSECAT00000018569	ENST00000262442
ENSECAT00000018639	ENST00000579455
ENSECAT00000018644	ENST00000579455
ENSECAT00000018552	ENST00000398030
ENSECAT00000019005	ENST00000450165
ENSECAT00000018853	ENST00000332556
ENSECAT00000018638	ENST00000356120
ENSECAT00000018649	ENST00000296526
ENSECAT00000018775	ENST00000372086
ENSECAT00000018589	ENST00000623963
ENSECAT00000018564	ENST00000380200
ENSECAT00000018701	ENST00000438828
ENSECAT00000020100	ENST00000559488
ENSECAT00000018570	ENST00000393305
ENSECAT00000018575	ENST00000368780
ENSECAT00000018886	ENST00000456402
ENSECAT00000018670	ENST00000411769
ENSECAT00000018714	ENST00000261326
ENSECAT00000018744	ENST00000261326
ENSECAT00000018926	ENST00000560031
ENSECAT00000018608	ENST00000379491
ENSECAT00000018948	ENST00000288071
ENSECAT00000018593	ENST00000466544
ENSECAT00000019438	ENST00000358415
ENSECAT00000019486	ENST00000358415
ENSECAT00000019507	ENST00000358415
ENSECAT00000018908	ENST00000358776
ENSECAT00000019213	ENST00000590261
ENSECAT00000019298	ENST00000328736
ENSECAT00000019585	ENST00000328736
ENSECAT00000019660	ENST00000328736
ENSECAT00000018799	ENST00000370459
ENSECAT00000018803	ENST00000247153
ENSECAT00000018807	ENST00000556897
ENSECAT00000019374	ENST00000316843
ENSECAT00000018765	ENST00000267868
ENSECAT00000018606	ENST00000278025
ENSECAT00000018925	ENST00000401869
ENSECAT00000018618	ENST00000511113
ENSECAT00000018860	ENST00000281038
ENSECAT00000018605	ENST00000376865
ENSECAT00000018680	ENST00000361505
ENSECAT00000018676	ENST00000215565
ENSECAT00000018723	ENST00000264716
ENSECAT00000018623	ENST00000271835
ENSECAT00000019119	ENST00000265245
ENSECAT00000019224	ENST00000265245
ENSECAT00000019246	ENST00000621226
ENSECAT00000018640	ENST00000524913
ENSECAT00000018685	ENST00000324134
ENSECAT00000018630	ENST00000610547
ENSECAT00000018654	ENST00000342697
ENSECAT00000018616	ENST00000368558
ENSECAT00000018614	ENST00000278505
ENSECAT00000018619	ENST00000266719
ENSECAT00000021799	ENST00000511685
ENSECAT00000028992	ENST00000511685
ENSECAT00000025851	ENST00000512480
ENSECAT00000018869	ENST00000207457
ENSECAT00000019469	ENST00000495273
ENSECAT00000019478	ENST00000618833
ENSECAT00000019314	ENST00000403666
ENSECAT00000019342	ENST00000261733
ENSECAT00000018692	ENST00000037869
ENSECAT00000018687	ENST00000417573
ENSECAT00000019649	ENST00000261609
ENSECAT00000018635	ENST00000315323
ENSECAT00000028848	ENST00000334270
ENSECAT00000018716	ENST00000430092
ENSECAT00000018642	ENST00000379333
ENSECAT00000018652	ENST00000595840
ENSECAT00000018855	ENST00000356998
ENSECAT00000018882	ENST00000356998
ENSECAT00000018997	ENST00000414773
ENSECAT00000018973	ENST00000447750
ENSECAT00000018785	ENST00000263038
ENSECAT00000019134	ENST00000296794
ENSECAT00000018795	ENST00000388942
ENSECAT00000018940	ENST00000356493
ENSECAT00000019418	ENST00000315368
ENSECAT00000018698	ENST00000344337
ENSECAT00000019098	ENST00000619416
ENSECAT00000019104	ENST00000261244
ENSECAT00000018768	ENST00000445943
ENSECAT00000018689	ENST00000618155
ENSECAT00000019043	ENST00000285106
ENSECAT00000018695	ENST00000619232
ENSECAT00000018664	ENST00000334122
ENSECAT00000018995	ENST00000271332
ENSECAT00000018798	ENST00000344420
ENSECAT00000018657	ENST00000358738
ENSECAT00000019564	ENST00000375862
ENSECAT00000019247	ENST00000528896
ENSECAT00000019280	ENST00000528896
ENSECAT00000018888	ENST00000614079
ENSECAT00000019055	ENST00000238256
ENSECAT00000018671	ENST00000260270
ENSECAT00000018749	ENST00000420111
ENSECAT00000018677	ENST00000488794
ENSECAT00000018694	ENST00000561981
ENSECAT00000018957	ENST00000270061
ENSECAT00000018699	ENST00000611340
ENSECAT00000018720	ENST00000241256
ENSECAT00000018917	ENST00000257548
ENSECAT00000018682	ENST00000439174
ENSECAT00000019029	ENST00000329117
ENSECAT00000018812	ENST00000564675
ENSECAT00000018841	ENST00000564675
ENSECAT00000019391	ENST00000257789
ENSECAT00000019448	ENST00000392844
ENSECAT00000018696	ENST00000635148
ENSECAT00000019641	ENST00000373647
ENSECAT00000019697	ENST00000373647
ENSECAT00000019787	ENST00000373647
ENSECAT00000018700	ENST00000328379
ENSECAT00000018702	ENST00000318663
