ENSECAG00000000002	ENSG00000197713
ENSECAG00000011973	ENSG00000187122
ENSECAG00000011973	ENSG00000187122
ENSECAG00000011973	ENSG00000187122
ENSECAG00000011974	ENSG00000149499
ENSECAG00000011975	ENSG00000105677
ENSECAG00000011977	ENSG00000185527
ENSECAG00000011978	ENSG00000165501
ENSECAG00000011979	ENSG00000160282
ENSECAG00000011980	ENSG00000172568
ENSECAG00000011981	ENSG00000077713
ENSECAG00000011982	ENSG00000274768
ENSECAG00000011983	ENSG00000113597
ENSECAG00000011985	ENSG00000163531
ENSECAG00000011985	ENSG00000163531
ENSECAG00000011985	ENSG00000163531
ENSECAG00000011985	ENSG00000163531
ENSECAG00000011986	ENSG00000275723
ENSECAG00000011987	ENSG00000167037
ENSECAG00000011988	ENSG00000283009
ENSECAG00000011990	ENSG00000182612
ENSECAG00000021962	ENSG00000151967
ENSECAG00000021962	ENST00000337808
ENSECAG00000012085	ENSG00000116668
ENSECAG00000012085	ENSG00000116668
ENSECAG00000001716	ENSG00000076356
ENSECAG00000001716	ENSG00000076356
ENSECAG00000001716	ENSG00000076356
ENSECAG00000001716	ENSG00000076356
ENSECAG00000011992	ENSG00000101193
ENSECAG00000011993	ENSG00000169231
ENSECAG00000011994	ENSG00000055163
ENSECAG00000011995	ENSG00000108592
ENSECAG00000011996	ENSG00000004838
ENSECAG00000011997	ENSG00000169856
ENSECAG00000011998	ENSG00000103056
ENSECAG00000012000	ENSG00000204065
ENSECAG00000012002	ENSG00000197147
ENSECAG00000012004	ENSG00000155099
ENSECAG00000012006	ENSG00000186174
ENSECAG00000012007	ENSG00000114547
ENSECAG00000012008	ENSG00000140600
ENSECAG00000012009	ENSG00000279906
ENSECAG00000012010	ENSG00000236315
ENSECAG00000012011	ENSG00000138829
ENSECAG00000012011	ENSG00000138829
ENSECAG00000012011	ENSG00000138829
ENSECAG00000012011	ENSG00000138829
ENSECAG00000012011	ENSG00000138829
ENSECAG00000012012	ENSG00000112796
ENSECAG00000012013	ENSG00000112249
ENSECAG00000012013	ENSG00000112249
ENSECAG00000012014	ENSG00000132406
ENSECAG00000012016	ENSG00000173065
ENSECAG00000012018	ENSG00000167535
ENSECAG00000012019	ENSG00000107290
ENSECAG00000012020	ENSG00000197879
ENSECAG00000012021	ENSG00000126091
ENSECAG00000012022	ENSG00000205220
ENSECAG00000012023	ENSG00000117614
ENSECAG00000012024	ENSG00000204634
ENSECAG00000012027	ENSG00000198216
ENSECAG00000012027	ENSG00000198216
ENSECAG00000012028	ENSG00000178338
ENSECAG00000012029	ENSG00000175463
ENSECAG00000012031	ENSG00000165506
ENSECAG00000012032	ENSG00000157404
ENSECAG00000012032	ENSG00000157404
ENSECAG00000012032	ENSG00000157404
ENSECAG00000012033	ENSG00000177683
ENSECAG00000012034	ENSG00000182916
ENSECAG00000012035	ENSG00000249115
ENSECAG00000012036	ENSG00000120727
ENSECAG00000012037	ENSG00000213672
ENSECAG00000012038	ENSG00000168014
ENSECAG00000012038	ENSG00000168014
ENSECAG00000012040	ENSG00000160408
ENSECAG00000012041	ENSG00000166681
ENSECAG00000012042	ENSG00000163867
ENSECAG00000012044	ENSG00000158079
ENSECAG00000012045	ENSG00000116729
ENSECAG00000012046	ENSG00000197756
ENSECAG00000012047	ENSG00000133142
ENSECAG00000012048	ENSG00000136279
ENSECAG00000012049	ENSG00000183067
ENSECAG00000012050	ENSG00000159267
ENSECAG00000012053	ENSG00000127585
ENSECAG00000012054	ENSG00000205726
ENSECAG00000012054	ENSG00000205726
ENSECAG00000012055	ENSG00000132589
ENSECAG00000012056	ENSG00000281178
ENSECAG00000012056	ENSG00000281178
ENSECAG00000012058	ENSG00000115457
ENSECAG00000012059	ENSG00000178814
ENSECAG00000012060	ENSG00000095777
ENSECAG00000012061	ENSG00000172831
ENSECAG00000012062	ENSG00000184349
ENSECAG00000012063	ENSG00000188828
ENSECAG00000012064	ENSG00000047457
ENSECAG00000012066	ENSG00000140092
ENSECAG00000012067	ENSG00000178591
ENSECAG00000026841	ENSG00000257138
ENSECAG00000026932	ENSG00000197362
ENSECAG00000010369	ENSG00000197959
ENSECAG00000010369	ENSG00000197959
ENSECAG00000010369	ENSG00000197959
ENSECAG00000010369	ENSG00000197959
ENSECAG00000012380	ENSG00000152061
ENSECAG00000012380	ENSG00000152061
ENSECAG00000012380	ENSG00000152061
ENSECAG00000012380	ENSG00000152061
ENSECAG00000012070	ENSG00000164088
ENSECAG00000012071	ENSG00000124678
ENSECAG00000012072	ENSG00000197122
ENSECAG00000012073	ENSG00000123810
ENSECAG00000012075	ENSG00000125731
ENSECAG00000012077	ENSG00000131725
ENSECAG00000012078	ENSG00000279906
ENSECAG00000012080	ENSG00000168710
ENSECAG00000012081	ENSG00000198157
ENSECAG00000012082	ENSG00000275023
ENSECAG00000012083	ENSG00000074370
ENSECAG00000026810	ENSG00000234545
ENSECAG00000026987	ENSG00000189043
ENSECAG00000012086	ENSG00000125967
ENSECAG00000012088	ENSG00000221944
ENSECAG00000012089	ENSG00000204256
ENSECAG00000012090	ENSG00000125815
ENSECAG00000012093	ENSG00000215041
ENSECAG00000012094	ENSG00000132330
ENSECAG00000012095	ENSG00000183077
ENSECAG00000012096	ENSG00000244734
ENSECAG00000012099	ENSG00000244607
ENSECAG00000012102	ENSG00000088305
ENSECAG00000012102	ENSG00000088305
ENSECAG00000012103	ENSG00000183092
ENSECAG00000012104	ENSG00000123610
ENSECAG00000012105	ENSG00000080854
ENSECAG00000012106	ENSG00000102038
ENSECAG00000012107	ENSG00000103502
ENSECAG00000012108	ENSG00000137713
ENSECAG00000012109	ENSG00000171243
ENSECAG00000012110	ENSG00000137547
ENSECAG00000012111	ENSG00000134569
ENSECAG00000012112	ENSG00000179593
ENSECAG00000012113	ENSG00000102575
ENSECAG00000012114	ENSG00000086696
ENSECAG00000012115	ENSG00000153993
ENSECAG00000012115	ENSG00000153993
ENSECAG00000012116	ENSG00000172508
ENSECAG00000012117	ENSG00000102104
ENSECAG00000012118	ENSG00000133794
ENSECAG00000012119	ENSG00000163633
ENSECAG00000012121	ENSG00000180483
ENSECAG00000012122	ENSG00000185559
ENSECAG00000012124	ENSG00000104388
ENSECAG00000012126	ENSG00000075391
ENSECAG00000012127	ENSG00000163945
ENSECAG00000012128	ENSG00000114013
ENSECAG00000012129	ENSG00000260238
ENSECAG00000012130	ENSG00000125975
ENSECAG00000012131	ENSG00000185669
ENSECAG00000012132	ENSG00000135114
ENSECAG00000012133	ENSG00000150630
ENSECAG00000012134	ENSG00000070669
ENSECAG00000012136	ENSG00000167986
ENSECAG00000012137	ENSG00000066926
ENSECAG00000012138	ENSG00000130305
ENSECAG00000012139	ENSG00000142655
ENSECAG00000012140	ENSG00000138696
ENSECAG00000012141	ENSG00000177239
ENSECAG00000012141	ENSG00000177239
ENSECAG00000012142	ENSG00000110931
ENSECAG00000012143	ENSG00000273749
ENSECAG00000012144	ENSG00000198033
ENSECAG00000012148	ENSG00000166920
ENSECAG00000012150	ENSG00000146950
ENSECAG00000012150	ENSG00000146950
ENSECAG00000012151	ENSG00000019169
ENSECAG00000012152	ENSG00000101938
ENSECAG00000012153	ENSG00000092051
ENSECAG00000012154	ENSG00000123144
ENSECAG00000012155	ENSG00000261609
ENSECAG00000012156	ENSG00000130307
ENSECAG00000012157	ENSG00000015153
ENSECAG00000012159	ENSG00000145020
ENSECAG00000012160	ENSG00000137392
ENSECAG00000012161	ENSG00000147180
ENSECAG00000012163	ENSG00000143702
ENSECAG00000012164	ENSG00000158163
ENSECAG00000012166	ENSG00000123384
ENSECAG00000012166	ENSG00000123384
ENSECAG00000012168	ENSG00000089902
ENSECAG00000012169	ENSG00000099624
ENSECAG00000012171	ENSG00000125991
ENSECAG00000012172	ENSG00000170525
ENSECAG00000012173	ENSG00000133104
ENSECAG00000012174	ENSG00000139168
ENSECAG00000012175	ENSG00000119844
ENSECAG00000012175	ENSG00000119844
ENSECAG00000012176	ENSG00000129515
ENSECAG00000012179	ENSG00000116741
ENSECAG00000012180	ENSG00000103174
ENSECAG00000012181	ENSG00000162992
ENSECAG00000012182	ENSG00000140307
ENSECAG00000012183	ENSG00000186862
ENSECAG00000012184	ENSG00000111906
ENSECAG00000012185	ENSG00000282972
ENSECAG00000012186	ENSG00000040199
ENSECAG00000012188	ENSG00000179564
ENSECAG00000012189	ENSG00000113231
ENSECAG00000012190	ENSG00000205667
ENSECAG00000012193	ENSG00000168237
ENSECAG00000012194	ENSG00000105671
ENSECAG00000012196	ENSG00000137269
ENSECAG00000012197	ENSG00000158792
ENSECAG00000012198	ENSG00000279906
ENSECAG00000012199	ENSG00000167851
ENSECAG00000012200	ENSG00000180998
ENSECAG00000012203	ENSG00000124939
ENSECAG00000012205	ENSG00000185621
ENSECAG00000012206	ENSG00000180938
ENSECAG00000012207	ENSG00000211793
ENSECAG00000012208	ENSG00000173818
ENSECAG00000012209	ENSG00000282513
ENSECAG00000012210	ENSG00000126247
ENSECAG00000012211	ENSG00000175395
ENSECAG00000012212	ENST00000618808
ENSECAG00000012214	ENSG00000255408
ENSECAG00000012215	ENSG00000118263
ENSECAG00000012216	ENSG00000160993
ENSECAG00000012217	ENSG00000235657
ENSECAG00000012218	ENSG00000181135
ENSECAG00000012220	ENSG00000138434
ENSECAG00000012220	ENSG00000138434
ENSECAG00000012221	ENSG00000175634
ENSECAG00000012222	ENSG00000100368
ENSECAG00000012223	ENSG00000104059
ENSECAG00000012224	ENSG00000197170
ENSECAG00000012226	ENSG00000197603
ENSECAG00000012227	ENSG00000122687
ENSECAG00000012228	ENSG00000131748
ENSECAG00000012229	ENSG00000023445
ENSECAG00000012230	ENSG00000281813
ENSECAG00000012230	ENSG00000281813
ENSECAG00000012231	ENSG00000124795
ENSECAG00000012233	ENSG00000168393
ENSECAG00000012234	ENSG00000279906
ENSECAG00000012235	ENSG00000123636
ENSECAG00000012235	ENSG00000123636
ENSECAG00000012236	ENSG00000279906
ENSECAG00000012240	ENSG00000162892
ENSECAG00000012241	ENSG00000186198
ENSECAG00000012242	ENSG00000166845
ENSECAG00000012244	ENSG00000117335
ENSECAG00000012246	ENSG00000255730
ENSECAG00000012246	ENSG00000248098
ENSECAG00000012249	ENSG00000143842
ENSECAG00000012252	ENSG00000101194
ENSECAG00000012253	ENSG00000169248
ENSECAG00000012255	ENSG00000103707
ENSECAG00000012256	ENSG00000203970
ENSECAG00000012257	ENSG00000167881
ENSECAG00000012260	ENSG00000100376
ENSECAG00000012262	ENSG00000155085
ENSECAG00000012263	ENSG00000116514
ENSECAG00000012264	ENSG00000133069
ENSECAG00000012265	ENSG00000136925
ENSECAG00000012266	ENSG00000107949
ENSECAG00000012267	ENSG00000169490
ENSECAG00000012269	ENSG00000213931
ENSECAG00000012270	ENSG00000115839
ENSECAG00000012271	ENSG00000121903
ENSECAG00000012271	ENSG00000121903
ENSECAG00000012271	ENSG00000121903
ENSECAG00000012273	ENSG00000033178
ENSECAG00000012274	ENSG00000233801
ENSECAG00000012277	ENSG00000256223
ENSECAG00000012279	ENSG00000062598
ENSECAG00000012280	ENSG00000068028
ENSECAG00000012280	ENSG00000068028
ENSECAG00000012282	ENSG00000150054
ENSECAG00000012283	ENSG00000173467
ENSECAG00000012284	ENSG00000169836
ENSECAG00000012284	ENSG00000169836
ENSECAG00000012285	ENSG00000008197
ENSECAG00000012286	ENSG00000277594
ENSECAG00000012289	ENSG00000140265
ENSECAG00000012290	ENSG00000281471
ENSECAG00000012291	ENSG00000155085
ENSECAG00000012292	ENSG00000087087
ENSECAG00000012293	ENSG00000165521
ENSECAG00000012293	ENSG00000165521
ENSECAG00000012293	ENSG00000165521
ENSECAG00000012296	ENSG00000211640
ENSECAG00000012297	ENSG00000072954
ENSECAG00000012297	ENSG00000072954
ENSECAG00000012298	ENSG00000090612
ENSECAG00000012298	ENSG00000090612
ENSECAG00000012299	ENSG00000175899
ENSECAG00000012301	ENSG00000115423
ENSECAG00000012302	ENSG00000235396
ENSECAG00000012302	ENSG00000223355
ENSECAG00000012302	ENSG00000232339
ENSECAG00000012303	ENSG00000170820
ENSECAG00000012304	ENSG00000171503
ENSECAG00000012306	ENSG00000105701
ENSECAG00000012307	ENSG00000150773
ENSECAG00000012308	ENSG00000170855
ENSECAG00000012309	ENSG00000183605
ENSECAG00000012310	ENSG00000136938
ENSECAG00000012310	ENSG00000136938
ENSECAG00000012311	ENSG00000103184
ENSECAG00000012312	ENSG00000075884
ENSECAG00000012314	ENSG00000274296
ENSECAG00000012315	ENSG00000196405
ENSECAG00000012315	ENSG00000196405
ENSECAG00000012315	ENSG00000196405
ENSECAG00000012316	ENSG00000104047
ENSECAG00000012317	ENSG00000126267
ENSECAG00000012319	ENSG00000090776
ENSECAG00000012321	ENSG00000196975
ENSECAG00000012325	ENSG00000136059
ENSECAG00000012326	ENSG00000158473
ENSECAG00000012327	ENSG00000157368
ENSECAG00000012328	ENSG00000126561
ENSECAG00000012329	ENSG00000211640
ENSECAG00000012330	ENSG00000114248
ENSECAG00000012331	ENSG00000138496
ENSECAG00000012331	ENSG00000138496
ENSECAG00000012333	ENSG00000181610
ENSECAG00000012334	ENSG00000185973
ENSECAG00000012335	ENSG00000101333
ENSECAG00000012335	ENSG00000101333
ENSECAG00000026957	ENSG00000212657
ENSECAG00000026948	ENSG00000184363
ENSECAG00000022142	ENSG00000177679
ENSECAG00000022142	ENSG00000177679
ENSECAG00000026965	ENSG00000185338
ENSECAG00000012337	ENSG00000169223
ENSECAG00000012338	ENSG00000135763
ENSECAG00000012339	ENSG00000154305
ENSECAG00000012339	ENSG00000154305
ENSECAG00000012340	ENSG00000147231
ENSECAG00000012341	ENSG00000183559
ENSECAG00000012342	ENSG00000119878
ENSECAG00000012343	ENSG00000180316
ENSECAG00000012344	ENSG00000060656
ENSECAG00000012346	ENSG00000267467
ENSECAG00000012347	ENSG00000169618
ENSECAG00000012348	ENSG00000125266
ENSECAG00000012350	ENSG00000187134
ENSECAG00000012351	ENSG00000157353
ENSECAG00000012352	ENSG00000145331
ENSECAG00000012353	ENSG00000196652
ENSECAG00000012354	ENSG00000185621
ENSECAG00000012354	ENSG00000185621
ENSECAG00000012355	ENSG00000196660
ENSECAG00000012356	ENSG00000181781
ENSECAG00000012357	ENSG00000125970
ENSECAG00000012357	ENSG00000125970
ENSECAG00000012358	ENSG00000171954
ENSECAG00000012359	ENSG00000137634
ENSECAG00000012360	ENSG00000283022
ENSECAG00000012360	ENSG00000283022
ENSECAG00000012361	ENSG00000221944
ENSECAG00000012362	ENSG00000112936
ENSECAG00000012363	ENSG00000144671
ENSECAG00000012364	ENSG00000172428
ENSECAG00000012365	ENSG00000213585
ENSECAG00000012367	ENSG00000167105
ENSECAG00000012368	ENSG00000151789
ENSECAG00000012369	ENSG00000142494
ENSECAG00000012370	ENSG00000106236
ENSECAG00000012371	ENSG00000132965
ENSECAG00000012372	ENSG00000169682
ENSECAG00000012373	ENSG00000008323
ENSECAG00000012376	ENSG00000008438
ENSECAG00000012377	ENSG00000169495
ENSECAG00000012378	ENSG00000137806
ENSECAG00000026926	ENSG00000172689
ENSECAG00000026998	ENSG00000204950
ENSECAG00000012381	ENSG00000105467
ENSECAG00000012382	ENSG00000198939
ENSECAG00000012383	ENSG00000107669
ENSECAG00000012384	ENSG00000099899
ENSECAG00000012385	ENSG00000146070
ENSECAG00000012386	ENSG00000131871
ENSECAG00000012387	ENSG00000279906
ENSECAG00000012388	ENSG00000136542
ENSECAG00000012389	ENSG00000172270
ENSECAG00000012390	ENSG00000150455
ENSECAG00000012391	ENSG00000125995
ENSECAG00000012393	ENSG00000086062
ENSECAG00000012394	ENSG00000139610
ENSECAG00000012395	ENSG00000160307
ENSECAG00000012396	ENSG00000149573
ENSECAG00000012397	ENSG00000081041
ENSECAG00000012398	ENSG00000163378
ENSECAG00000012399	ENSG00000113387
ENSECAG00000012400	ENST00000613978
ENSECAG00000012403	ENSG00000142751
ENSECAG00000012404	ENSG00000109084
ENSECAG00000012405	ENSG00000128683
ENSECAG00000012406	ENSG00000160310
ENSECAG00000012408	ENSG00000161860
ENSECAG00000012409	ENSG00000152700
ENSECAG00000012411	ENSG00000177666
ENSECAG00000012412	ENSG00000165724
ENSECAG00000012413	ENSG00000183570
ENSECAG00000012414	ENSG00000174939
ENSECAG00000012415	ENSG00000274382
ENSECAG00000012416	ENSG00000225526
ENSECAG00000012417	ENSG00000112208
ENSECAG00000012420	ENSG00000164062
ENSECAG00000012421	ENSG00000171772
ENSECAG00000012423	ENSG00000173917
ENSECAG00000012424	ENSG00000154269
ENSECAG00000012425	ENSG00000117335
ENSECAG00000012427	ENSG00000186318
ENSECAG00000012429	ENSG00000146038
ENSECAG00000012431	ENSG00000169131
ENSECAG00000012435	ENSG00000151327
ENSECAG00000012436	ENSG00000171763
ENSECAG00000012438	ENSG00000146842
ENSECAG00000012439	ENSG00000120075
ENSECAG00000012440	ENSG00000119411
ENSECAG00000012441	ENSG00000180644
ENSECAG00000012442	ENSG00000148288
ENSECAG00000012443	ENSG00000170743
ENSECAG00000012444	ENSG00000197050
ENSECAG00000012445	ENSG00000153922
ENSECAG00000012445	ENSG00000153922
ENSECAG00000012448	ENSG00000279906
ENSECAG00000012449	ENSG00000177685
ENSECAG00000012449	ENSG00000177685
ENSECAG00000012450	ENSG00000179046
ENSECAG00000012451	ENSG00000059769
ENSECAG00000012452	ENSG00000145782
ENSECAG00000012453	ENSG00000198743
ENSECAG00000012454	ENSG00000015532
ENSECAG00000012455	ENSG00000254692
ENSECAG00000012457	ENSG00000078579
ENSECAG00000012458	ENSG00000256574
ENSECAG00000012458	ENSG00000256574
ENSECAG00000012459	ENSG00000103043
ENSECAG00000012460	ENST00000309433
ENSECAG00000012463	ENSG00000008988
ENSECAG00000012464	ENSG00000135316
ENSECAG00000012466	ENSG00000185958
ENSECAG00000012467	ENSG00000165802
ENSECAG00000012468	ENSG00000178776
ENSECAG00000012469	ENSG00000112695
ENSECAG00000012470	ENSG00000168907
ENSECAG00000012473	ENSG00000165644
ENSECAG00000012474	ENSG00000116830
ENSECAG00000012475	ENSG00000129810
ENSECAG00000012476	ENSG00000148426
ENSECAG00000012477	ENSG00000164265
ENSECAG00000012479	ENSG00000161813
ENSECAG00000012479	ENSG00000161813
ENSECAG00000012480	ENSG00000144962
ENSECAG00000012481	ENSG00000028137
ENSECAG00000012482	ENSG00000179133
ENSECAG00000012483	ENSG00000158109
ENSECAG00000012484	ENSG00000105835
ENSECAG00000012485	ENSG00000101290
ENSECAG00000012486	ENSG00000078687
ENSECAG00000012487	ENSG00000151665
ENSECAG00000012488	ENSG00000279906
ENSECAG00000012489	ENSG00000071462
ENSECAG00000012490	ENSG00000185432
ENSECAG00000012492	ENSG00000198833
ENSECAG00000012493	ENSG00000142494
ENSECAG00000012494	ENSG00000213171
ENSECAG00000012495	ENSG00000105607
ENSECAG00000012496	ENSG00000122884
ENSECAG00000012496	ENSG00000122884
ENSECAG00000012497	ENSG00000106683
ENSECAG00000012498	ENSG00000110448
ENSECAG00000012499	ENSG00000108061
ENSECAG00000012500	ENSG00000242802
ENSECAG00000012501	ENSG00000124935
ENSECAG00000012502	ENSG00000122694
ENSECAG00000012503	ENSG00000188293
ENSECAG00000012504	ENSG00000184502
ENSECAG00000012505	ENSG00000119965
ENSECAG00000012506	ENSG00000170542
ENSECAG00000012507	ENSG00000109846
ENSECAG00000012510	ENSG00000140538
ENSECAG00000012510	ENSG00000140538
ENSECAG00000012511	ENSG00000141084
ENSECAG00000012512	ENSG00000111775
ENSECAG00000012514	ENSG00000010704
ENSECAG00000012515	ENSG00000112110
ENSECAG00000012516	ENSG00000173812
ENSECAG00000012518	ENSG00000145246
ENSECAG00000012519	ENSG00000124939
ENSECAG00000012520	ENSG00000145545
ENSECAG00000012521	ENSG00000275591
ENSECAG00000012522	ENSG00000111664
ENSECAG00000012523	ENSG00000143353
ENSECAG00000012524	ENSG00000135063
ENSECAG00000012525	ENSG00000126464
ENSECAG00000012526	ENSG00000128590
ENSECAG00000012527	ENSG00000221944
ENSECAG00000012528	ENSG00000105507
ENSECAG00000012530	ENSG00000185565
ENSECAG00000012531	ENSG00000170634
ENSECAG00000012532	ENSG00000180535
ENSECAG00000012533	ENSG00000111834
ENSECAG00000012534	ENSG00000120693
ENSECAG00000012534	ENSG00000120693
ENSECAG00000026961	ENSG00000175756
ENSECAG00000012538	ENSG00000075399
ENSECAG00000012539	ENSG00000152689
ENSECAG00000012541	ENSG00000139209
ENSECAG00000012542	ENSG00000173085
ENSECAG00000012543	ENSG00000157933
ENSECAG00000012544	ENSG00000155657
ENSECAG00000012545	ENSG00000095906
ENSECAG00000012547	ENSG00000132199
ENSECAG00000012548	ENSG00000154240
ENSECAG00000012550	ENSG00000143502
ENSECAG00000012551	ENSG00000183036
ENSECAG00000012552	ENSG00000159625
ENSECAG00000012553	ENSG00000025156
ENSECAG00000012553	ENSG00000025156
ENSECAG00000012554	ENSG00000163607
ENSECAG00000012555	ENSG00000160446
ENSECAG00000012556	ENSG00000014164
ENSECAG00000012558	ENSG00000175899
ENSECAG00000012558	ENSG00000175899
ENSECAG00000012559	ENSG00000075785
ENSECAG00000012560	ENSG00000163737
ENSECAG00000012562	ENSG00000118200
ENSECAG00000012562	ENSG00000118200
ENSECAG00000012563	ENSG00000211817
ENSECAG00000012564	ENSG00000137707
ENSECAG00000012565	ENSG00000186765
ENSECAG00000012566	ENSG00000172748
ENSECAG00000012567	ENSG00000205060
ENSECAG00000012568	ENSG00000140481
ENSECAG00000012569	ENSG00000054116
ENSECAG00000012570	ENSG00000167657
ENSECAG00000012571	ENSG00000162066
ENSECAG00000012572	ENSG00000069869
ENSECAG00000012573	ENST00000628277
ENSECAG00000012574	ENSG00000154945
ENSECAG00000012575	ENSG00000122971
ENSECAG00000012577	ENSG00000253293
ENSECAG00000012578	ENSG00000164970
ENSECAG00000012581	ENSG00000118432
ENSECAG00000012582	ENSG00000115556
ENSECAG00000012582	ENSG00000115556
ENSECAG00000012583	ENSG00000249773
ENSECAG00000012584	ENSG00000186469
ENSECAG00000012586	ENSG00000115042
ENSECAG00000012588	ENSG00000047579
ENSECAG00000012589	ENSG00000174574
ENSECAG00000012590	ENSG00000164266
ENSECAG00000012591	ENSG00000211689
ENSECAG00000012593	ENSG00000196296
ENSECAG00000012593	ENSG00000196296
ENSECAG00000012595	ENSG00000065057
ENSECAG00000012596	ENSG00000263761
ENSECAG00000012597	ENSG00000100664
ENSECAG00000012598	ENSG00000053372
ENSECAG00000012599	ENSG00000166166
ENSECAG00000012600	ENSG00000087302
ENSECAG00000012601	ENSG00000111860
ENSECAG00000012602	ENSG00000132854
ENSECAG00000012603	ENSG00000243927
ENSECAG00000012605	ENSG00000111880
ENSECAG00000012606	ENSG00000120699
ENSECAG00000012607	ENSG00000114626
ENSECAG00000012608	ENSG00000172073
ENSECAG00000012609	ENSG00000173418
ENSECAG00000012611	ENSG00000165071
ENSECAG00000012612	ENSG00000131171
ENSECAG00000012614	ENSG00000111704
ENSECAG00000012614	ENSG00000111704
ENSECAG00000012615	ENSG00000161911
ENSECAG00000012616	ENSG00000198785
ENSECAG00000012616	ENSG00000198785
ENSECAG00000012618	ENSG00000177697
ENSECAG00000012619	ENSG00000105141
ENSECAG00000012620	ENSG00000131467
